Play,Type,Bnt,Fl,Loc,B,R1,Count,Probability,New Outs,Runs
Single,Liner,-,-,89,1st,Score,1,  0.01%,2,1
Error,Grounder,-,-,3S,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,4MS,1st,3rd,1,  0.01%,2,0
Generic out,Grounder,-,-,3S,1st,2nd,1,  0.01%,2,0
Single,Grounder,-,-,4M,2nd,3rd,1,  0.01%,2,0
Error,Grounder,-,-,6,2nd,3rd,1,  0.01%,2,0
Double,Liner,-,-,3,2nd,3rd,1,  0.01%,2,0
Error,Grounder,-,-,3,1st,2nd,1,  0.01%,2,0
Single,Fly,-,-,8,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,8,1st,Out,1,  0.01%,3,0
Single,Fly,-,-,7LS,2nd,3rd,1,  0.01%,2,0
Single,Liner,-,-,56D,1st,3rd,1,  0.01%,2,0
Error,Grounder,-,-,1S,1st,3rd,1,  0.01%,2,0
Single,Liner,-,-,89S,2nd,3rd,1,  0.01%,2,0
Strikeout,-,-,-,-,Out,2nd,1,  0.01%,3,0
Double,Fly,-,-,9S,2nd,Score,1,  0.01%,2,1
Double,Liner,-,-,7,2nd,Out,1,  0.01%,3,0
Single,Liner,-,-,9S,Out,3rd,1,  0.01%,3,0
Single,Liner,-,-,5D,1st,2nd,1,  0.01%,2,0
Double,Grounder,-,-,5,2nd,Out,1,  0.01%,3,0
Error,Grounder,-,-,6MS,1st,2nd,1,  0.01%,2,0
Single,Grounder,-,-,6M,2nd,3rd,1,  0.01%,2,0
Single,Liner,-,-,89D,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,6,1st,2nd,1,  0.01%,2,0
Error,Grounder,-,-,7LS,2nd,Score,1,  0.01%,2,1
Double,Fly,-,-,89,2nd,3rd,1,  0.01%,2,0
Single,Fly,-,-,9D,1st,3rd,1,  0.01%,2,0
Walk,-,-,-,-,1st,3rd,1,  0.01%,2,0
Triple,Liner,-,-,7D,3rd,Score,1,  0.01%,2,1
Single,Grounder,Y,-,5S,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,13,1st,2nd,1,  0.01%,2,0
Double,Liner,-,-,89,3rd,Score,1,  0.01%,2,1
Double,Grounder,-,-,3,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,5D,2nd,3rd,1,  0.01%,2,0
Single,Grounder,Y,-,25,3rd,Score,1,  0.01%,2,1
Double,Liner,-,-,78,2nd,3rd,1,  0.01%,2,0
Caught stealing,-,-,-,-,Stays,3rd,1,  0.01%,2,0
Single,Grounder,-,-,6,Out,3rd,1,  0.01%,3,0
Single,Fly,-,-,34D,1st,3rd,1,  0.01%,2,0
Error,Grounder,-,-,13,1st,2nd,1,  0.01%,2,0
Error,Grounder,-,-,6M,1st,2nd,1,  0.01%,2,0
Single,Grounder,-,-,3,Out,2nd,1,  0.01%,3,0
Single,Grounder,-,-,34,2nd,Score,1,  0.01%,2,1
Error,Grounder,-,-,34S,2nd,Score,1,  0.01%,2,1
Single,Grounder,-,-,4,1st,Out,1,  0.01%,3,0
Error,Grounder,-,-,3,2nd,3rd,1,  0.01%,2,0
Single,Liner,-,-,9D,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,4,1st,2nd,1,  0.01%,2,0
Double,Fly,-,-,8XD,Out,Score,1,  0.01%,3,1
Double,Fly,-,-,8D,2nd,Out,1,  0.01%,3,0
Error,Fly,-,-,7S,1st,2nd,1,  0.01%,2,0
Generic out,Liner,-,-,6MS,Out,1st,1,  0.01%,3,0
Generic out,Fly,-,-,3,1st,Out,1,  0.01%,3,0
Double,Liner,-,-,8D,2nd,3rd,1,  0.01%,2,0
Single,Liner,-,-,78XD,1st,3rd,1,  0.01%,2,0
Triple,Fly,-,-,9L,3rd,Score,1,  0.01%,2,1
Error,Grounder,-,-,4M,1st,2nd,1,  0.01%,2,0
Triple,Liner,-,-,9D,Out,Score,1,  0.01%,3,1
Double,Liner,-,-,9D,Out,Score,1,  0.01%,3,1
Error,Grounder,-,-,56S,1st,3rd,1,  0.01%,2,0
Single,Pop-up,-,-,89S,1st,3rd,1,  0.01%,2,0
Single,Liner,-,-,9L,Out,2nd,1,  0.01%,3,0
Single,Liner,-,-,8XD,1st,3rd,1,  0.01%,2,0
Single,Fly,-,-,8S,2nd,Score,1,  0.01%,2,1
Double,Liner,-,-,34D,2nd,3rd,1,  0.01%,2,0
Double,Fly,-,-,9L,2nd,3rd,1,  0.01%,2,0
Double,Liner,-,-,7LD,Out,Score,1,  0.01%,3,1
Single,Pop-up,-,-,25,1st,2nd,1,  0.01%,2,0
Generic out,Grounder,-,-,8S,1st,Out,1,  0.01%,3,0
Single,Liner,-,-,8XD,1st,Out,1,  0.01%,3,0
Double,Liner,-,-,78XD,Score,Score,1,  0.01%,2,2
Single,Liner,-,-,56D,1st,2nd,1,  0.01%,2,0
Triple,Liner,-,-,89XD,Score,Score,1,  0.01%,2,2
Generic out,Liner,-,-,56S,Out,1st,1,  0.01%,3,0
Triple,Fly,-,-,9D,3rd,Score,1,  0.01%,2,1
Error,Grounder,-,-,9S,1st,3rd,1,  0.01%,2,0
Single,Grounder,Y,-,25,2nd,3rd,1,  0.01%,2,0
Double,Liner,-,-,8,2nd,Score,1,  0.01%,2,1
Error,Liner,-,-,89,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,8D,2nd,Score,1,  0.01%,2,1
Single,Grounder,-,-,4M,Out,3rd,1,  0.01%,3,0
Single,Fly,-,-,7L,1st,2nd,1,  0.01%,2,0
Generic out,Liner,-,-,13,Out,1st,1,  0.01%,3,0
Single,Liner,-,-,7LS,2nd,3rd,1,  0.01%,2,0
Generic out,Pop-up,-,-,56S,Out,1st,1,  0.01%,3,0
Triple,Liner,-,-,8D,3rd,Score,1,  0.01%,2,1
Single,Fly,-,-,78S,3rd,Score,1,  0.01%,2,1
Double,Liner,-,-,9LS,2nd,Out,1,  0.01%,3,0
Single,Liner,-,-,8,2nd,Score,1,  0.01%,2,1
Triple,Liner,-,-,7LD,3rd,Score,1,  0.01%,2,1
Double,Fly,-,-,5D,2nd,3rd,1,  0.01%,2,0
Single,Liner,-,-,78D,1st,Score,1,  0.01%,2,1
Double,Liner,-,-,3D,2nd,3rd,1,  0.01%,2,0
Single,Liner,-,-,7D,Out,3rd,1,  0.01%,3,0
Generic out,Liner,-,-,4MS,Out,1st,1,  0.01%,3,0
Single,Grounder,-,-,25,2nd,Score,1,  0.01%,2,1
Single,Pop-up,-,-,3D,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,7,2nd,3rd,1,  0.01%,2,0
Generic out,Grounder,-,Y,2F,Out,1st,1,  0.01%,3,0
Generic out,Pop-up,Y,Y,25F,Out,1st,1,  0.01%,3,0
Single,Grounder,Y,-,1,1st,2nd,1,  0.01%,2,0
Single,Grounder,-,-,5S,1st,3rd,1,  0.01%,2,0
Single,Grounder,-,-,3S,1st,2nd,1,  0.01%,2,0
Double,Liner,-,-,9L,2nd,Out,1,  0.01%,3,0
Generic out,Fly,-,Y,1S,Out,1st,1,  0.01%,3,0
Generic out,Fly,-,-,1,Out,1st,1,  0.01%,3,0
Double,Liner,-,-,9S,2nd,3rd,1,  0.01%,2,0
Triple,Liner,-,-,78D,3rd,Score,1,  0.01%,2,1
Double,Liner,-,-,5S,2nd,Score,1,  0.01%,2,1
Single,Fly,-,-,8S,2nd,3rd,1,  0.01%,2,0
Double,Liner,-,-,7LD,2nd,Out,1,  0.01%,3,0
Error,Grounder,-,-,56,1st,3rd,1,  0.01%,2,0
Single,Grounder,-,-,56S,1st,Score,1,  0.01%,2,1
Double,Liner,-,-,89XD,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,7S,1st,3rd,1,  0.01%,2,0
Error,Grounder,-,-,3,3rd,Score,1,  0.01%,2,1
Generic out,Pop-up,Y,-,1S,Out,1st,1,  0.01%,3,0
Single,Grounder,-,-,4S,1st,Out,1,  0.01%,3,0
Single,Grounder,-,-,3S,1st,3rd,1,  0.01%,2,0
Single,Grounder,-,-,56,Out,3rd,1,  0.01%,3,0
Passed ball,-,-,-,-,Stays,3rd,1,  0.01%,2,0
Single,Grounder,-,-,34,3rd,Score,1,  0.01%,2,1
Double,Fly,-,-,56D,2nd,3rd,1,  0.01%,2,0
Single,Grounder,-,-,6,1st,Out,1,  0.01%,3,0
Single,Grounder,-,-,3,1st,Out,1,  0.01%,3,0
Single,Liner,-,-,34,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,78D,2nd,3rd,1,  0.01%,2,0
Error,Grounder,-,-,6M,1st,3rd,1,  0.01%,2,0
Double,Grounder,-,-,56,2nd,Score,1,  0.01%,2,1
Single,Liner,-,-,34D,1st,2nd,1,  0.01%,2,0
Generic out,Grounder,-,-,6MS,1st,Out,1,  0.01%,3,0
Double,Fly,-,-,3D,2nd,Score,1,  0.01%,2,1
Error,Grounder,-,-,56,2nd,3rd,1,  0.01%,2,0
Triple,Liner,-,-,3D,3rd,Score,1,  0.01%,2,1
Fielder's choice,Grounder,-,-,56,1st,Out,1,  0.01%,3,0
Generic out,Pop-up,-,-,9S,Out,1st,1,  0.01%,3,0
Strikeout,-,-,-,-,1st,Out,1,  0.01%,3,0
Error,Grounder,-,-,6D,1st,3rd,1,  0.01%,2,0
Single,Liner,-,-,8D,1st,Score,1,  0.01%,2,1
Single,Fly,-,-,8,2nd,3rd,1,  0.01%,2,0
Single,Fly,-,-,56D,1st,2nd,1,  0.01%,2,0
Generic out,Grounder,-,-,3D,Out,1st,1,  0.01%,3,0
Generic out,Grounder,-,-,34,2nd,3rd,1,  0.01%,2,0
Single,Grounder,-,-,3,Out,3rd,1,  0.01%,3,0
Generic out,Liner,-,-,1,Out,1st,1,  0.01%,3,0
Triple,Liner,-,-,9,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,78S,1st,Out,1,  0.01%,3,0
Defensive indifference,-,-,-,-,Stays,3rd,1,  0.01%,2,0
Single,Liner,-,-,9,2nd,3rd,1,  0.01%,2,0
Single,Liner,-,-,89D,2nd,3rd,1,  0.01%,2,0
Generic out,Fly,-,Y,9LDF,Out,1st,1,  0.01%,3,0
Single,Grounder,-,-,5,Out,3rd,1,  0.01%,3,0
Single,Grounder,-,-,3,2nd,3rd,1,  0.01%,2,0
Double,Fly,-,-,9LD,2nd,3rd,1,  0.01%,2,0
Foul error,Pop-up,-,Y,-,Stays,1st,1,  0.01%,2,0
Single,Fly,-,-,9S,1st,Out,1,  0.01%,3,0
Error,Grounder,-,-,6S,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,56S,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,8,1st,Score,1,  0.01%,2,1
Error,Grounder,-,-,9L,1st,3rd,1,  0.01%,2,0
Generic out,Liner,-,-,15,Out,1st,1,  0.01%,3,0
Double,Liner,-,-,7D,2nd,Out,1,  0.01%,3,0
Generic out,Liner,-,-,89S,Out,1st,1,  0.01%,3,0
Single,Liner,-,-,78S,2nd,3rd,1,  0.01%,2,0
Double,Liner,-,-,9,2nd,3rd,1,  0.01%,2,0
Generic out,Liner,-,Y,3SF,Out,1st,1,  0.01%,3,0
Error,Pop-up,-,-,6MS,1st,3rd,1,  0.01%,2,0
Single,Fly,-,-,9L,1st,3rd,1,  0.01%,2,0
Single,Liner,-,-,7LD,2nd,3rd,1,  0.01%,2,0
Double,Fly,-,-,3D,2nd,3rd,1,  0.01%,2,0
Single,Grounder,-,-,5,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,7L,2nd,3rd,1,  0.01%,2,0
Stolen base,-,-,-,-,Stays,Score,1,  0.01%,2,1
Double,Fly,-,-,6D,2nd,Score,1,  0.01%,2,1
Generic out,Fly,-,Y,5F,Out,1st,1,  0.01%,3,0
Single,Grounder,-,-,3,3rd,Score,1,  0.01%,2,1
Single,Grounder,-,-,56S,2nd,3rd,1,  0.01%,2,0
Generic out,Grounder,-,-,3,1st,Out,1,  0.01%,3,0
Single,Fly,-,-,9LD,Out,3rd,1,  0.01%,3,0
Double,Liner,-,-,78D,Score,Score,1,  0.01%,2,2
Single,Grounder,-,-,4,2nd,Score,1,  0.01%,2,1
Triple,Liner,-,-,89D,3rd,Score,1,  0.01%,2,1
Single,Grounder,-,-,4M,1st,Score,1,  0.01%,2,1
Generic out,Grounder,Y,-,1S,Out,1st,1,  0.01%,3,0
