Play,Type,Bnt,Fl,Loc,B,R1,Count,Probability,New Outs,Runs
Generic out,Liner,-,-,9,Out,1st,46,  0.34%,3,0
Generic out,Liner,-,-,7,Out,1st,46,  0.34%,3,0
Generic out,Grounder,-,-,4M,Out,1st,46,  0.34%,3,0
Generic out,Liner,-,-,8,Out,1st,45,  0.33%,3,0
Single,Liner,-,-,89,1st,3rd,44,  0.32%,2,0
Generic out,Pop-up,-,Y,3F,Out,1st,42,  0.31%,3,0
Generic out,Fly,-,-,8S,Out,1st,42,  0.31%,3,0
Generic out,Fly,-,-,89S,Out,1st,41,  0.30%,3,0
Single,Grounder,-,-,4M,1st,3rd,40,  0.30%,2,0
Generic out,Liner,-,-,7D,Out,1st,39,  0.29%,3,0
Single,Grounder,-,-,4M,1st,2nd,39,  0.29%,2,0
Generic out,Liner,-,-,78D,Out,1st,39,  0.29%,3,0
Passed ball,-,-,-,-,Stays,2nd,38,  0.28%,2,0
Single,Grounder,-,-,4,1st,2nd,38,  0.28%,2,0
Home run,Fly,-,-,7LD,Score,Score,37,  0.27%,2,2
Balk,-,-,-,-,Stays,2nd,37,  0.27%,2,0
Generic out,Liner,-,-,89D,Out,1st,37,  0.27%,3,0
Generic out,Pop-up,-,-,6,Out,1st,37,  0.27%,3,0
Single,Liner,-,-,7S,1st,2nd,36,  0.27%,2,0
Generic out,Pop-up,-,-,6D,Out,1st,36,  0.27%,3,0
Generic out,Fly,-,-,78S,Out,1st,36,  0.27%,3,0
Single,Liner,-,-,78,1st,2nd,36,  0.27%,2,0
Stolen base,-,-,-,-,Stays,3rd,36,  0.27%,2,0
Single,Liner,-,-,89,1st,2nd,36,  0.27%,2,0
Generic out,Pop-up,-,Y,5F,Out,1st,35,  0.26%,3,0
Generic out,Fly,-,-,9LS,Out,1st,35,  0.26%,3,0
Pickoff,-,-,-,-,Stays,2nd,34,  0.25%,2,0
Home run,Fly,-,-,8XD,Score,Score,33,  0.24%,2,2
Generic out,Fly,-,-,9LD,Out,1st,33,  0.24%,3,0
Double,Liner,-,-,89XD,2nd,Score,33,  0.24%,2,1
Generic out,Fly,-,-,7LD,Out,1st,32,  0.24%,3,0
Generic out,Pop-up,-,-,34,Out,1st,32,  0.24%,3,0
Generic out,Grounder,-,-,2,Out,1st,30,  0.22%,3,0
Single,Grounder,-,-,6M,1st,3rd,30,  0.22%,2,0
Generic out,Liner,-,-,6,Out,1st,30,  0.22%,3,0
Generic out,Pop-up,-,-,4,Out,1st,29,  0.21%,3,0
Single,Liner,-,-,89D,1st,3rd,29,  0.21%,2,0
Generic out,Fly,-,-,7L,Out,1st,28,  0.21%,3,0
Generic out,Fly,-,-,9L,Out,1st,28,  0.21%,3,0
Generic out,Liner,-,-,89,Out,1st,28,  0.21%,3,0
Generic out,Pop-up,-,Y,3SF,Out,1st,27,  0.20%,3,0
Single,Liner,-,-,8D,1st,2nd,27,  0.20%,2,0
Single,Grounder,-,-,3,1st,3rd,27,  0.20%,2,0
Single,Liner,-,-,9L,1st,3rd,25,  0.18%,2,0
Generic out,Grounder,-,-,4M,1st,Out,25,  0.18%,3,0
Generic out,Grounder,-,-,1,Out,1st,24,  0.18%,3,0
Double,Liner,-,-,78XD,2nd,Score,24,  0.18%,2,1
Generic out,Pop-up,-,-,56,Out,1st,24,  0.18%,3,0
Generic out,Grounder,-,-,5,1st,Out,24,  0.18%,3,0
Single,Liner,-,-,9S,1st,2nd,24,  0.18%,2,0
Generic out,Pop-up,-,-,34D,Out,1st,24,  0.18%,3,0
Generic out,Pop-up,-,-,4D,Out,1st,23,  0.17%,3,0
Generic out,Grounder,-,-,56S,1st,Out,23,  0.17%,3,0
Single,Liner,-,-,78S,1st,2nd,22,  0.16%,2,0
Single,Grounder,-,-,5,1st,2nd,22,  0.16%,2,0
Single,Liner,-,-,8,1st,3rd,22,  0.16%,2,0
Single,Liner,-,-,8S,1st,2nd,22,  0.16%,2,0
Generic out,Grounder,-,-,34S,Out,1st,21,  0.15%,3,0
Single,Grounder,-,-,6,1st,3rd,21,  0.15%,2,0
Single,Grounder,-,-,56S,1st,2nd,20,  0.15%,2,0
Double,Liner,-,-,7L,2nd,3rd,20,  0.15%,2,0
Generic out,Liner,-,-,4,Out,1st,20,  0.15%,3,0
Single,Liner,-,-,9LS,1st,3rd,20,  0.15%,2,0
Generic out,Liner,-,-,3,Out,1st,20,  0.15%,3,0
Generic out,Grounder,-,-,23,Out,1st,20,  0.15%,3,0
Single,Liner,-,-,8D,1st,3rd,20,  0.15%,2,0
Generic out,Liner,-,-,78,Out,1st,19,  0.14%,3,0
Double,Liner,-,-,7LD,2nd,3rd,19,  0.14%,2,0
Double,Grounder,-,-,5,2nd,3rd,18,  0.13%,2,0
Single,Liner,-,-,7L,1st,2nd,18,  0.13%,2,0
Generic out,Liner,-,-,56,Out,1st,18,  0.13%,3,0
Generic out,Pop-up,-,Y,5SF,Out,1st,18,  0.13%,3,0
Single,Liner,-,-,9S,1st,3rd,18,  0.13%,2,0
Generic out,Liner,-,-,34,Out,1st,18,  0.13%,3,0
Single,Liner,-,-,7D,1st,2nd,17,  0.13%,2,0
Generic out,Liner,-,-,5,Out,1st,17,  0.13%,3,0
Single,Grounder,-,-,3,1st,2nd,17,  0.13%,2,0
Double,Fly,-,-,78XD,2nd,Score,16,  0.12%,2,1
Other advance,-,-,-,-,Stays,Out,16,  0.12%,3,0
Double,Liner,-,-,9LD,2nd,3rd,16,  0.12%,2,0
Single,Liner,-,-,89S,1st,2nd,16,  0.12%,2,0
Double,Liner,-,-,7L,2nd,Score,15,  0.11%,2,1
Generic out,Liner,-,-,4D,Out,1st,15,  0.11%,3,0
Generic out,Pop-up,-,-,3,Out,1st,15,  0.11%,3,0
Single,Liner,-,-,9,1st,3rd,15,  0.11%,2,0
Single,Liner,-,-,78,1st,3rd,15,  0.11%,2,0
Generic out,Fly,-,-,7LS,Out,1st,15,  0.11%,3,0
Generic out,Grounder,-,-,4MS,Out,1st,15,  0.11%,3,0
Double,Liner,-,-,7LD,2nd,Score,14,  0.10%,2,1
Double,Liner,-,-,9LD,2nd,Score,14,  0.10%,2,1
Generic out,Grounder,-,-,4D,Out,1st,14,  0.10%,3,0
Generic out,Pop-up,-,-,56D,Out,1st,14,  0.10%,3,0
Double,Liner,-,-,9L,2nd,3rd,13,  0.10%,2,0
Generic out,Grounder,-,-,13,Out,1st,13,  0.10%,3,0
Single,Grounder,-,-,25,1st,2nd,13,  0.10%,2,0
Single,Fly,-,-,8S,1st,3rd,13,  0.10%,2,0
Single,Liner,-,-,89S,1st,3rd,13,  0.10%,2,0
Generic out,Pop-up,-,-,4MD,Out,1st,13,  0.10%,3,0
Generic out,Liner,-,-,89XD,Out,1st,13,  0.10%,3,0
Double,Grounder,-,-,3,2nd,3rd,12,  0.09%,2,0
Single,Grounder,-,-,56,1st,3rd,12,  0.09%,2,0
Generic out,Liner,-,-,4MD,Out,1st,12,  0.09%,3,0
Generic out,Pop-up,-,-,1S,Out,1st,11,  0.08%,3,0
Generic out,Pop-up,-,-,6MS,Out,1st,11,  0.08%,3,0
Double,Fly,-,-,8XD,2nd,Score,11,  0.08%,2,1
Single,Liner,-,-,7LS,1st,2nd,11,  0.08%,2,0
Double,Fly,-,-,89XD,2nd,Score,10,  0.07%,2,1
Double,Liner,-,-,89D,2nd,Score,10,  0.07%,2,1
Double,Liner,-,-,9L,2nd,Score,10,  0.07%,2,1
Generic out,Pop-up,-,-,6MD,Out,1st,10,  0.07%,3,0
Double,Liner,-,-,78D,2nd,3rd,10,  0.07%,2,0
Home run,Liner,-,-,7D,Score,Score,10,  0.07%,2,2
Single,Liner,-,-,78D,1st,2nd,10,  0.07%,2,0
Single,Liner,-,-,78D,1st,3rd,10,  0.07%,2,0
Double,Liner,-,-,78D,2nd,Score,10,  0.07%,2,1
Generic out,Liner,-,-,6MD,Out,1st,10,  0.07%,3,0
Generic out,Pop-up,-,-,6S,Out,1st,10,  0.07%,3,0
Error,Grounder,-,-,56,1st,2nd,10,  0.07%,2,0
Generic out,Fly,-,-,6D,Out,1st,10,  0.07%,3,0
Generic out,Grounder,-,-,5S,Out,1st,10,  0.07%,3,0
Double,Grounder,-,-,5,2nd,Score,9,  0.07%,2,1
Generic out,Pop-up,-,-,3D,Out,1st,9,  0.07%,3,0
Generic out,Grounder,-,-,4S,Out,1st,9,  0.07%,3,0
Generic out,Liner,-,-,78XD,Out,1st,9,  0.07%,3,0
Error,Grounder,-,-,6,1st,2nd,9,  0.07%,2,0
Generic out,Pop-up,-,Y,5DF,Out,1st,9,  0.07%,3,0
Generic out,Pop-up,-,-,5D,Out,1st,9,  0.07%,3,0
Single,Fly,-,-,9LS,1st,3rd,9,  0.07%,2,0
Generic out,Liner,-,-,7L,Out,1st,9,  0.07%,3,0
Generic out,Fly,-,-,56D,Out,1st,9,  0.07%,3,0
Generic out,Grounder,-,-,6S,1st,Out,9,  0.07%,3,0
Double,Fly,-,-,7LD,2nd,3rd,9,  0.07%,2,0
Generic out,Grounder,-,-,6MS,Out,1st,9,  0.07%,3,0
Single,Liner,-,-,9D,1st,2nd,8,  0.06%,2,0
Double,Liner,-,-,9LS,2nd,3rd,8,  0.06%,2,0
Single,Liner,-,-,8S,1st,3rd,8,  0.06%,2,0
Generic out,Grounder,-,-,34,1st,Out,8,  0.06%,3,0
Double,Liner,-,-,8XD,2nd,Score,8,  0.06%,2,1
Generic out,Fly,-,Y,9LSF,Out,1st,8,  0.06%,3,0
Home run,Liner,-,-,9D,Score,Score,8,  0.06%,2,2
Generic out,Grounder,-,-,6D,1st,Out,8,  0.06%,3,0
Generic out,Liner,-,-,9LD,Out,1st,8,  0.06%,3,0
Generic out,Fly,-,-,1S,Out,1st,8,  0.06%,3,0
Generic out,Liner,-,-,6D,Out,1st,8,  0.06%,3,0
Double,Liner,-,-,7LS,2nd,3rd,8,  0.06%,2,0
Generic out,Liner,-,-,1S,Out,1st,8,  0.06%,3,0
Generic out,Pop-up,-,-,2,Out,1st,8,  0.06%,3,0
Single,Liner,-,-,78S,1st,3rd,7,  0.05%,2,0
Generic out,Pop-up,-,Y,25F,Out,1st,7,  0.05%,3,0
Generic out,Grounder,-,-,34D,Out,1st,7,  0.05%,3,0
Generic out,Pop-up,-,-,3S,Out,1st,7,  0.05%,3,0
Single,Liner,-,-,34D,1st,3rd,7,  0.05%,2,0
Generic out,Fly,-,Y,7LF,Out,1st,7,  0.05%,3,0
Single,Fly,-,-,9S,1st,3rd,7,  0.05%,2,0
Double,Liner,-,-,78XD,2nd,3rd,7,  0.05%,2,0
Generic out,Fly,-,-,2,Out,1st,7,  0.05%,3,0
Single,Fly,-,-,89S,1st,3rd,7,  0.05%,2,0
Generic out,Grounder,-,-,6MD,Out,1st,7,  0.05%,3,0
Generic out,Grounder,-,-,4MD,Out,1st,7,  0.05%,3,0
Generic out,Pop-up,-,-,4S,Out,1st,6,  0.04%,3,0
Single,Liner,-,-,9D,1st,3rd,6,  0.04%,2,0
Generic out,Liner,-,-,7LD,Out,1st,6,  0.04%,3,0
Generic out,Pop-up,-,-,8S,Out,1st,6,  0.04%,3,0
Generic out,Liner,-,-,6M,Out,1st,6,  0.04%,3,0
Double,Liner,-,-,89XD,2nd,3rd,6,  0.04%,2,0
Generic out,Pop-up,-,-,78S,Out,1st,6,  0.04%,3,0
Single,Grounder,-,-,5S,1st,2nd,6,  0.04%,2,0
Single,Liner,-,-,3D,1st,3rd,6,  0.04%,2,0
Generic out,Grounder,-,-,6D,Out,1st,6,  0.04%,3,0
Generic out,Grounder,-,-,15,Out,1st,6,  0.04%,3,0
Interference,-,-,-,-,1st,2nd,6,  0.04%,2,0
Generic out,Fly,-,-,34D,Out,1st,6,  0.04%,3,0
Generic out,Pop-up,-,-,34S,Out,1st,6,  0.04%,3,0
Single,Fly,-,-,89,1st,3rd,6,  0.04%,2,0
Generic out,Fly,-,Y,9LF,Out,1st,6,  0.04%,3,0
Single,Grounder,-,-,6S,1st,2nd,6,  0.04%,2,0
Generic out,Liner,-,-,4M,Out,1st,6,  0.04%,3,0
Double,Liner,-,-,7LS,2nd,Score,6,  0.04%,2,1
Generic out,Pop-up,-,-,4MS,Out,1st,6,  0.04%,3,0
Single,Grounder,-,-,34S,1st,2nd,5,  0.04%,2,0
Single,Grounder,-,-,5,1st,3rd,5,  0.04%,2,0
Generic out,Grounder,-,-,4D,1st,Out,5,  0.04%,3,0
Double,Liner,-,-,7,2nd,Score,5,  0.04%,2,1
Single,Liner,-,-,89XD,1st,3rd,5,  0.04%,2,0
Double,Fly,-,-,89XD,2nd,3rd,5,  0.04%,2,0
Single,Grounder,-,-,1S,1st,2nd,5,  0.04%,2,0
Fielder's choice,Grounder,-,-,6,1st,2nd,5,  0.04%,2,0
Triple,Fly,-,-,89XD,3rd,Score,5,  0.04%,2,1
Generic out,Liner,-,-,56D,Out,1st,5,  0.04%,3,0
Generic out,Grounder,-,-,25,Out,1st,5,  0.04%,3,0
Single,Grounder,Y,-,25,1st,2nd,5,  0.04%,2,0
Generic out,Liner,-,-,9L,Out,1st,5,  0.04%,3,0
Double,Liner,-,-,7D,2nd,3rd,5,  0.04%,2,0
Generic out,Grounder,Y,-,2,Out,1st,5,  0.04%,3,0
Generic out,Fly,-,-,3D,Out,1st,5,  0.04%,3,0
Double,Liner,-,-,9LS,2nd,Score,5,  0.04%,2,1
Generic out,Pop-up,-,-,5,Out,1st,5,  0.04%,3,0
Single,Liner,-,-,9LD,1st,3rd,5,  0.04%,2,0
Double,Liner,-,-,8XD,2nd,3rd,5,  0.04%,2,0
Double,Liner,-,-,89D,2nd,3rd,5,  0.04%,2,0
Double,Liner,-,-,9D,2nd,3rd,5,  0.04%,2,0
Home run,Liner,-,-,9LD,Score,Score,5,  0.04%,2,2
Pickoff,-,-,-,-,Stays,3rd,5,  0.04%,2,0
Single,Grounder,-,-,34,2nd,3rd,5,  0.04%,2,0
Single,Fly,-,-,3D,1st,3rd,5,  0.04%,2,0
Generic out,Pop-up,-,Y,1S,Out,1st,5,  0.04%,3,0
Triple,Liner,-,-,9LD,3rd,Score,4,  0.03%,2,1
Double,Liner,-,-,78XD,2nd,Out,4,  0.03%,3,0
Generic out,Grounder,-,-,4MD,1st,Out,4,  0.03%,3,0
Generic out,Pop-up,-,Y,3DF,Out,1st,4,  0.03%,3,0
Double,Fly,-,-,7LD,2nd,Score,4,  0.03%,2,1
Single,Fly,-,-,7S,1st,2nd,4,  0.03%,2,0
Generic out,Pop-up,-,-,89S,Out,1st,4,  0.03%,3,0
Double,Fly,-,-,7D,2nd,Score,4,  0.03%,2,1
Single,Liner,-,-,78,2nd,3rd,4,  0.03%,2,0
Single,Liner,-,-,9L,1st,2nd,4,  0.03%,2,0
Single,Liner,-,-,7L,1st,3rd,4,  0.03%,2,0
Double,Fly,-,-,7LS,2nd,3rd,4,  0.03%,2,0
Single,Grounder,-,-,34,1st,Out,4,  0.03%,3,0
Generic out,Pop-up,-,-,4M,Out,1st,4,  0.03%,3,0
Wild pitch,-,-,-,-,Stays,3rd,4,  0.03%,2,0
Generic out,Fly,-,-,4D,Out,1st,4,  0.03%,3,0
Generic out,Fly,-,Y,3DF,Out,1st,4,  0.03%,3,0
Strikeout,-,-,-,-,1st,2nd,4,  0.03%,2,0
Generic out,Fly,-,-,4MD,Out,1st,4,  0.03%,3,0
Triple,Liner,-,-,9L,3rd,Score,4,  0.03%,2,1
Single,Grounder,-,-,2,1st,2nd,4,  0.03%,2,0
Generic out,Liner,-,-,9S,Out,1st,4,  0.03%,3,0
Home run,Liner,-,-,89XD,Score,Score,4,  0.03%,2,2
Triple,Fly,-,-,78XD,3rd,Score,4,  0.03%,2,1
Double,Liner,-,-,9LD,3rd,Score,3,  0.02%,2,1
Single,Liner,-,-,1,1st,2nd,3,  0.02%,2,0
Double,Fly,-,-,9LS,2nd,Score,3,  0.02%,2,1
Home run,Liner,-,-,7LD,Score,Score,3,  0.02%,2,2
Fielder's choice,Grounder,-,-,56,1st,2nd,3,  0.02%,2,0
Double,Liner,-,-,78,2nd,Score,3,  0.02%,2,1
Generic out,Pop-up,-,-,23,Out,1st,3,  0.02%,3,0
Home run,Liner,-,-,78XD,Score,Score,3,  0.02%,2,2
Single,Fly,-,-,8,1st,3rd,3,  0.02%,2,0
Triple,Liner,-,-,9D,3rd,Score,3,  0.02%,2,1
Single,Grounder,-,-,56S,1st,3rd,3,  0.02%,2,0
Double,Liner,-,-,9L,3rd,Score,3,  0.02%,2,1
Intentional walk,-,-,-,-,1st,2nd,3,  0.02%,2,0
Single,Liner,-,-,6D,1st,2nd,3,  0.02%,2,0
Single,Liner,-,-,7LD,1st,2nd,3,  0.02%,2,0
Error,Grounder,-,-,6,1st,3rd,3,  0.02%,2,0
Single,Fly,-,-,8S,1st,2nd,3,  0.02%,2,0
Generic out,Fly,-,-,5D,Out,1st,3,  0.02%,3,0
Double,Fly,-,-,9D,2nd,Score,3,  0.02%,2,1
Generic out,Liner,-,-,2,Out,1st,3,  0.02%,3,0
Double,Liner,-,-,9D,2nd,Score,3,  0.02%,2,1
Single,Fly,-,-,78S,1st,3rd,3,  0.02%,2,0
Generic out,Fly,-,Y,7LSF,Out,1st,3,  0.02%,3,0
Generic out,Grounder,-,-,6MD,1st,Out,3,  0.02%,3,0
Double,Fly,-,-,78XD,2nd,3rd,3,  0.02%,2,0
Single,Grounder,Y,-,2,1st,2nd,3,  0.02%,2,0
Generic out,Pop-up,-,Y,23F,Out,1st,3,  0.02%,3,0
Generic out,Grounder,-,-,1S,1st,Out,3,  0.02%,3,0
Single,Fly,-,-,7LS,1st,2nd,3,  0.02%,2,0
Generic out,Pop-up,-,-,9LS,Out,1st,3,  0.02%,3,0
Double,Grounder,-,-,3,2nd,Score,3,  0.02%,2,1
Single,Grounder,-,-,1,1st,2nd,3,  0.02%,2,0
Single,Liner,-,-,9S,2nd,3rd,3,  0.02%,2,0
Double,Fly,-,-,9LS,2nd,3rd,3,  0.02%,2,0
Generic out,Liner,-,-,34D,Out,1st,3,  0.02%,3,0
Double,Grounder,-,-,4,2nd,3rd,3,  0.02%,2,0
Generic out,Fly,-,-,6MD,Out,1st,3,  0.02%,3,0
Double,Liner,-,-,7D,2nd,Score,3,  0.02%,2,1
Generic out,Liner,-,-,78S,Out,1st,3,  0.02%,3,0
Single,Grounder,-,-,6MS,1st,2nd,3,  0.02%,2,0
Single,Fly,-,-,9S,1st,2nd,3,  0.02%,2,0
Generic out,Pop-up,-,-,6M,Out,1st,3,  0.02%,3,0
Double,Liner,-,-,89D,3rd,Score,2,  0.01%,2,1
Double,Grounder,-,-,56,2nd,3rd,2,  0.01%,2,0
Triple,Liner,-,-,8XD,3rd,Score,2,  0.01%,2,1
Generic out,Pop-up,-,-,13,Out,1st,2,  0.01%,3,0
Generic out,Liner,-,-,3S,Out,1st,2,  0.01%,3,0
Triple,Fly,-,-,8XD,3rd,Score,2,  0.01%,2,1
Single,Grounder,-,-,25,1st,3rd,2,  0.01%,2,0
Triple,Liner,-,-,78XD,3rd,Score,2,  0.01%,2,1
Error,Grounder,-,-,5,1st,2nd,2,  0.01%,2,0
Double,Fly,-,-,78XD,3rd,Score,2,  0.01%,2,1
Double,Liner,-,-,7,2nd,3rd,2,  0.01%,2,0
Single,Liner,-,-,7,1st,3rd,2,  0.01%,2,0
Generic out,Fly,-,Y,5DF,Out,1st,2,  0.01%,3,0
Single,Grounder,-,-,4MS,1st,2nd,2,  0.01%,2,0
Generic out,Liner,-,-,5D,Out,1st,2,  0.01%,3,0
Error,Grounder,-,-,34,1st,2nd,2,  0.01%,2,0
Double,Fly,-,-,8D,2nd,Score,2,  0.01%,2,1
Double,Liner,-,-,5D,2nd,3rd,2,  0.01%,2,0
Double,Grounder,-,-,6,2nd,3rd,2,  0.01%,2,0
Double,Fly,-,-,78D,2nd,Score,2,  0.01%,2,1
Stolen base,-,-,-,-,Stays,Out,2,  0.01%,3,0
Triple,Grounder,-,-,3,3rd,Score,2,  0.01%,2,1
Double,Fly,-,-,7,2nd,3rd,2,  0.01%,2,0
Double,Liner,-,-,78D,2nd,Out,2,  0.01%,3,0
Generic out,Pop-up,-,-,5S,Out,1st,2,  0.01%,3,0
Single,Fly,-,-,78S,1st,2nd,2,  0.01%,2,0
Double,Liner,-,-,7LD,3rd,Score,2,  0.01%,2,1
Double,Fly,-,-,9D,2nd,3rd,2,  0.01%,2,0
Double,Liner,-,-,7L,3rd,Score,2,  0.01%,2,1
Single,Fly,-,-,7LS,1st,3rd,2,  0.01%,2,0
Generic out,Pop-up,-,-,15,Out,1st,2,  0.01%,3,0
Double,Liner,-,-,89,2nd,3rd,2,  0.01%,2,0
Generic out,Liner,-,-,7S,Out,1st,2,  0.01%,3,0
Double,Liner,-,-,9,3rd,Score,2,  0.01%,2,1
Double,Fly,-,-,7LS,2nd,Score,2,  0.01%,2,1
Single,Grounder,-,-,1S,1st,3rd,2,  0.01%,2,0
Double,Fly,-,-,7D,2nd,3rd,2,  0.01%,2,0
Single,Fly,-,-,7S,1st,3rd,2,  0.01%,2,0
Single,Grounder,-,-,23,1st,2nd,2,  0.01%,2,0
Single,Fly,-,-,89S,1st,2nd,2,  0.01%,2,0
Single,Liner,-,-,4D,1st,3rd,2,  0.01%,2,0
Double,Fly,-,-,8S,2nd,3rd,2,  0.01%,2,0
Double,Fly,-,-,9LD,2nd,Out,2,  0.01%,3,0
Generic out,Grounder,-,-,56D,Out,1st,2,  0.01%,3,0
Home run,Liner,-,-,8XD,Score,Score,2,  0.01%,2,2
Single,Liner,-,-,8,2nd,3rd,2,  0.01%,2,0
Generic out,Grounder,-,-,2,1st,Out,2,  0.01%,3,0
Double,Liner,-,-,3D,2nd,Score,2,  0.01%,2,1
Single,Grounder,-,-,6,2nd,3rd,2,  0.01%,2,0
Single,Fly,-,-,78,1st,2nd,2,  0.01%,2,0
Single,Fly,-,-,8,1st,2nd,2,  0.01%,2,0
Error,Grounder,-,-,34S,1st,2nd,2,  0.01%,2,0
Single,Grounder,-,-,2,1st,3rd,2,  0.01%,2,0
Double,Liner,-,-,9LD,2nd,Out,2,  0.01%,3,0
Single,Pop-up,-,-,3D,1st,3rd,2,  0.01%,2,0
Double,Liner,-,-,89,2nd,Score,2,  0.01%,2,1
Single,Grounder,Y,-,56S,1st,2nd,2,  0.01%,2,0
Generic out,Liner,-,Y,3F,Out,1st,2,  0.01%,3,0
Generic out,Grounder,Y,-,56S,Out,1st,2,  0.01%,3,0
Generic out,Liner,-,-,34S,Out,1st,2,  0.01%,3,0
Generic out,Grounder,-,-,5S,1st,Out,2,  0.01%,3,0
Generic out,Pop-up,-,-,25,Out,1st,2,  0.01%,3,0
Single,Grounder,-,-,1,1st,3rd,2,  0.01%,2,0
Single,Liner,-,-,7D,1st,3rd,2,  0.01%,2,0
Double,Liner,-,-,7L,2nd,Out,2,  0.01%,3,0
Generic out,Grounder,-,-,13,1st,Out,2,  0.01%,3,0
Double,Liner,-,-,7LS,2nd,Out,2,  0.01%,3,0
Double,Liner,-,-,89XD,2nd,Out,2,  0.01%,3,0
Error,Grounder,-,-,4,1st,2nd,2,  0.01%,2,0
Generic out,Grounder,Y,-,25,Out,1st,2,  0.01%,3,0
Triple,Liner,-,-,89XD,3rd,Score,2,  0.01%,2,1
Single,Liner,-,-,7LD,1st,3rd,2,  0.01%,2,0
Single,Liner,-,-,7LS,1st,3rd,2,  0.01%,2,0
Triple,Grounder,-,-,5,3rd,Score,2,  0.01%,2,1
Double,Liner,-,-,7S,2nd,3rd,2,  0.01%,2,0
Single,Grounder,-,-,4S,1st,3rd,1,  0.01%,2,0
Double,Grounder,-,-,4M,2nd,3rd,1,  0.01%,2,0
Generic out,Grounder,-,-,9S,Out,1st,1,  0.01%,3,0
Double,Pop-up,-,-,78S,2nd,Score,1,  0.01%,2,1
Single,Liner,-,-,8D,2nd,3rd,1,  0.01%,2,0
