Play,Type,Bnt,Fl,Loc,B,R2,Count,Probability,New Outs,Runs
Generic out,Grounder,-,-,2,Out,2nd,17,  0.24%,3,0
Generic out,Fly,-,-,7L,Out,2nd,17,  0.24%,3,0
Double,Liner,-,-,89XD,2nd,Score,17,  0.24%,2,1
Single,Liner,-,-,9S,1st,Score,17,  0.24%,2,1
Generic out,Liner,-,-,78,Out,2nd,16,  0.23%,3,0
Generic out,Fly,-,-,9LS,Out,2nd,16,  0.23%,3,0
Generic out,Pop-up,-,-,34,Out,2nd,16,  0.23%,3,0
Generic out,Fly,-,-,9S,Out,2nd,16,  0.23%,3,0
Generic out,Pop-up,-,Y,5F,Out,2nd,16,  0.23%,3,0
Home run,Fly,-,-,78XD,Score,Score,16,  0.23%,2,2
Single,Grounder,-,-,6,1st,3rd,15,  0.21%,2,0
Generic out,Fly,-,-,89S,Out,2nd,15,  0.21%,3,0
Generic out,Grounder,-,-,1,Out,2nd,15,  0.21%,3,0
Double,Fly,-,-,89XD,2nd,Score,15,  0.21%,2,1
Generic out,Liner,-,-,7D,Out,2nd,15,  0.21%,3,0
Generic out,Pop-up,-,-,6D,Out,2nd,15,  0.21%,3,0
Double,Liner,-,-,7L,2nd,Score,14,  0.20%,2,1
Double,Liner,-,-,9L,2nd,Score,14,  0.20%,2,1
Generic out,Liner,-,-,56,Out,2nd,14,  0.20%,3,0
Double,Grounder,-,-,5,2nd,Score,14,  0.20%,2,1
Single,Liner,-,-,78S,1st,Score,14,  0.20%,2,1
Single,Grounder,-,-,56S,1st,3rd,14,  0.20%,2,0
Balk,-,-,-,-,Stays,3rd,13,  0.18%,2,0
Generic out,Pop-up,-,-,56,Out,2nd,13,  0.18%,3,0
Generic out,Grounder,-,-,13,Out,2nd,13,  0.18%,3,0
Generic out,Liner,-,-,89,Out,2nd,13,  0.18%,3,0
Generic out,Pop-up,-,-,34D,Out,2nd,13,  0.18%,3,0
Generic out,Liner,-,-,6,Out,2nd,13,  0.18%,3,0
Generic out,Pop-up,-,-,3,Out,2nd,12,  0.17%,3,0
Generic out,Liner,-,-,5,Out,2nd,12,  0.17%,3,0
Single,Liner,-,-,8D,1st,Score,12,  0.17%,2,1
Single,Grounder,-,-,34,1st,3rd,12,  0.17%,2,0
Generic out,Pop-up,-,-,4,Out,2nd,12,  0.17%,3,0
Passed ball,-,-,-,-,Stays,3rd,12,  0.17%,2,0
Generic out,Liner,-,-,4D,Out,2nd,11,  0.16%,3,0
Double,Grounder,-,-,3,2nd,Score,11,  0.16%,2,1
Generic out,Fly,-,-,7LD,Out,2nd,11,  0.16%,3,0
Double,Fly,-,-,78XD,2nd,Score,11,  0.16%,2,1
Generic out,Pop-up,-,-,4D,Out,2nd,11,  0.16%,3,0
Single,Liner,-,-,9LS,1st,Score,11,  0.16%,2,1
Generic out,Liner,-,-,34,Out,2nd,11,  0.16%,3,0
Generic out,Grounder,-,-,4MS,Out,2nd,10,  0.14%,3,0
Single,Liner,-,-,9L,1st,Score,10,  0.14%,2,1
Double,Liner,-,-,7LD,2nd,Score,10,  0.14%,2,1
Single,Grounder,-,-,3,1st,Score,10,  0.14%,2,1
Generic out,Liner,-,-,3,Out,2nd,10,  0.14%,3,0
Generic out,Grounder,-,-,23,Out,2nd,10,  0.14%,3,0
Single,Liner,-,-,7S,1st,Score,10,  0.14%,2,1
Single,Fly,-,-,89S,1st,Score,10,  0.14%,2,1
Generic out,Pop-up,-,Y,3SF,Out,2nd,10,  0.14%,3,0
Single,Grounder,-,-,56,2nd,Score,9,  0.13%,2,1
Single,Fly,-,-,8S,1st,Score,9,  0.13%,2,1
Generic out,Fly,-,-,56D,Out,2nd,9,  0.13%,3,0
Generic out,Fly,-,-,4D,Out,2nd,9,  0.13%,3,0
Single,Liner,-,-,89S,1st,Score,9,  0.13%,2,1
Generic out,Grounder,-,-,3S,Out,2nd,9,  0.13%,3,0
Generic out,Pop-up,-,Y,3DF,Out,2nd,9,  0.13%,3,0
Double,Liner,-,-,9D,2nd,Score,9,  0.13%,2,1
Generic out,Grounder,-,-,34D,Out,2nd,9,  0.13%,3,0
Generic out,Liner,-,-,4MD,Out,2nd,8,  0.11%,3,0
Generic out,Grounder,-,-,6D,Out,2nd,8,  0.11%,3,0
Generic out,Fly,-,-,7LS,Out,2nd,8,  0.11%,3,0
Generic out,Grounder,-,-,6MS,Out,2nd,8,  0.11%,3,0
Generic out,Liner,-,-,6D,Out,2nd,8,  0.11%,3,0
Single,Liner,-,-,7,1st,3rd,8,  0.11%,2,0
Single,Grounder,-,-,6M,1st,3rd,8,  0.11%,2,0
Single,Liner,-,-,8,2nd,Score,8,  0.11%,2,1
Double,Liner,-,-,8XD,2nd,Score,8,  0.11%,2,1
Generic out,Pop-up,-,-,56D,Out,2nd,8,  0.11%,3,0
Generic out,Liner,-,-,9S,Out,2nd,8,  0.11%,3,0
Generic out,Grounder,-,-,5S,Out,2nd,8,  0.11%,3,0
Generic out,Grounder,-,-,6MD,Out,2nd,8,  0.11%,3,0
Caught stealing,-,-,-,-,Stays,Out,8,  0.11%,3,0
Generic out,Fly,-,-,3D,Out,2nd,8,  0.11%,3,0
Pickoff,-,-,-,-,Stays,Out,8,  0.11%,3,0
Generic out,Liner,-,-,89XD,Out,2nd,8,  0.11%,3,0
Home run,Liner,-,-,9D,Score,Score,7,  0.10%,2,2
Single,Liner,-,-,7,2nd,Score,7,  0.10%,2,1
Single,Grounder,-,-,4M,1st,3rd,7,  0.10%,2,0
Generic out,Pop-up,-,-,8S,Out,2nd,7,  0.10%,3,0
Generic out,Liner,-,-,4,Out,2nd,7,  0.10%,3,0
Single,Liner,-,-,7L,1st,Score,7,  0.10%,2,1
Single,Liner,-,-,7S,2nd,Score,7,  0.10%,2,1
Generic out,Grounder,-,-,4S,Out,2nd,6,  0.08%,3,0
Single,Grounder,-,-,4,1st,3rd,6,  0.08%,2,0
Single,Grounder,-,-,34,2nd,Score,6,  0.08%,2,1
Single,Liner,-,-,7D,1st,Score,6,  0.08%,2,1
Generic out,Liner,-,-,34D,Out,2nd,6,  0.08%,3,0
Defensive indifference,-,-,-,-,Stays,3rd,6,  0.08%,2,0
Generic out,Pop-up,-,-,3D,Out,2nd,6,  0.08%,3,0
Generic out,Fly,-,Y,7LSF,Out,2nd,6,  0.08%,3,0
Single,Grounder,-,-,5,1st,Score,6,  0.08%,2,1
Generic out,Pop-up,-,-,4MD,Out,2nd,6,  0.08%,3,0
Pickoff,-,-,-,-,Stays,3rd,6,  0.08%,2,0
Single,Liner,-,-,9S,2nd,Score,6,  0.08%,2,1
Generic out,Pop-up,-,Y,5SF,Out,2nd,6,  0.08%,3,0
Double,Liner,-,-,89D,2nd,Score,6,  0.08%,2,1
Double,Liner,-,-,78D,2nd,Score,6,  0.08%,2,1
Error,Grounder,-,-,56,1st,3rd,6,  0.08%,2,0
Double,Grounder,-,-,6,2nd,Score,5,  0.07%,2,1
Generic out,Grounder,-,-,56D,Out,2nd,5,  0.07%,3,0
Single,Liner,-,-,9,1st,3rd,5,  0.07%,2,0
Single,Liner,-,-,7,1st,Out,5,  0.07%,3,0
Double,Liner,-,-,9LS,2nd,Score,5,  0.07%,2,1
Single,Fly,-,-,9LS,1st,Score,5,  0.07%,2,1
Double,Liner,-,-,7LS,2nd,Score,5,  0.07%,2,1
Generic out,Liner,-,-,9LD,Out,2nd,5,  0.07%,3,0
Generic out,Grounder,-,-,25,Out,2nd,5,  0.07%,3,0
Single,Grounder,-,-,2,1st,3rd,5,  0.07%,2,0
Fielder's choice,Grounder,-,-,56,1st,Out,5,  0.07%,3,0
Double,Fly,-,-,7D,2nd,Score,5,  0.07%,2,1
Double,Fly,-,-,9LD,2nd,Score,5,  0.07%,2,1
Triple,Fly,-,-,8XD,3rd,Score,4,  0.06%,2,1
Generic out,Pop-up,-,-,1S,Out,2nd,4,  0.06%,3,0
Double,Fly,-,-,7LD,2nd,Score,4,  0.06%,2,1
Single,Liner,-,-,9LD,1st,Score,4,  0.06%,2,1
Interference,-,-,-,-,1st,2nd,4,  0.06%,2,0
Single,Fly,-,-,78S,1st,Score,4,  0.06%,2,1
Generic out,Pop-up,-,-,5,Out,2nd,4,  0.06%,3,0
Generic out,Pop-up,-,-,34S,Out,2nd,4,  0.06%,3,0
Single,Grounder,-,-,25,1st,3rd,4,  0.06%,2,0
Single,Liner,-,-,9S,Out,Score,4,  0.06%,3,1
Double,Fly,-,-,9D,2nd,Score,4,  0.06%,2,1
Single,Grounder,-,-,6MS,1st,3rd,4,  0.06%,2,0
Single,Grounder,-,-,34,Out,Score,4,  0.06%,3,1
Generic out,Liner,-,-,6MD,Out,2nd,4,  0.06%,3,0
Single,Liner,-,-,9D,1st,Score,4,  0.06%,2,1
Generic out,Liner,-,-,6M,Out,2nd,4,  0.06%,3,0
Single,Grounder,-,-,5S,1st,3rd,4,  0.06%,2,0
Single,Liner,-,-,8S,2nd,Score,4,  0.06%,2,1
Generic out,Pop-up,-,-,6MD,Out,2nd,4,  0.06%,3,0
Generic out,Liner,-,-,56D,Out,2nd,4,  0.06%,3,0
Double,Liner,-,-,78,2nd,Score,4,  0.06%,2,1
Generic out,Pop-up,-,-,5D,Out,2nd,4,  0.06%,3,0
Double,Fly,-,-,8XD,2nd,Score,4,  0.06%,2,1
Single,Fly,-,-,7LS,1st,Score,4,  0.06%,2,1
Single,Grounder,-,-,5,1st,3rd,4,  0.06%,2,0
Single,Liner,-,-,89,2nd,Score,4,  0.06%,2,1
Home run,Liner,-,-,78XD,Score,Score,4,  0.06%,2,2
Double,Fly,-,-,89D,2nd,Score,4,  0.06%,2,1
Generic out,Fly,-,Y,9LSF,Out,2nd,4,  0.06%,3,0
Double,Liner,-,-,7D,2nd,Score,3,  0.04%,2,1
Single,Liner,-,-,9S,1st,Out,3,  0.04%,3,0
Error,Grounder,-,-,6,1st,3rd,3,  0.04%,2,0
Single,Liner,-,-,78S,1st,Out,3,  0.04%,3,0
Triple,Liner,-,-,9LD,3rd,Score,3,  0.04%,2,1
Generic out,Pop-up,-,-,25,Out,2nd,3,  0.04%,3,0
Single,Liner,-,-,56D,1st,Score,3,  0.04%,2,1
Generic out,Pop-up,-,-,3S,Out,2nd,3,  0.04%,3,0
Error,Grounder,-,-,56,1st,Score,3,  0.04%,2,1
Generic out,Liner,-,-,7S,Out,2nd,3,  0.04%,3,0
Generic out,Grounder,-,-,15,Out,2nd,3,  0.04%,3,0
Generic out,Liner,-,-,78XD,Out,2nd,3,  0.04%,3,0
Single,Grounder,-,-,4M,2nd,Score,3,  0.04%,2,1
Single,Liner,-,-,7S,1st,Out,3,  0.04%,3,0
Double,Fly,-,-,7L,2nd,Score,3,  0.04%,2,1
Home run,Liner,-,-,7LD,Score,Score,3,  0.04%,2,2
Generic out,Liner,-,-,4M,Out,2nd,3,  0.04%,3,0
Wild pitch,-,-,-,-,Stays,Score,3,  0.04%,2,1
Generic out,Pop-up,-,-,6M,Out,2nd,3,  0.04%,3,0
Double,Liner,-,-,8D,2nd,Score,3,  0.04%,2,1
Single,Liner,-,-,7LS,1st,Score,3,  0.04%,2,1
Generic out,Pop-up,-,Y,5DF,Out,2nd,3,  0.04%,3,0
Generic out,Fly,-,-,6D,Out,2nd,3,  0.04%,3,0
Triple,Liner,-,-,89XD,3rd,Score,3,  0.04%,2,1
Generic out,Liner,-,-,7LD,Out,2nd,3,  0.04%,3,0
Generic out,Fly,-,-,4MD,Out,2nd,3,  0.04%,3,0
Double,Liner,-,-,7,2nd,Score,3,  0.04%,2,1
Single,Liner,-,-,8D,2nd,Score,3,  0.04%,2,1
Generic out,Fly,-,-,1S,Out,2nd,3,  0.04%,3,0
Other advance,-,-,-,-,Stays,Out,3,  0.04%,3,0
Single,Grounder,-,-,6,1st,Out,3,  0.04%,3,0
Single,Grounder,-,-,6,2nd,Score,3,  0.04%,2,1
Single,Liner,-,-,9,2nd,Score,3,  0.04%,2,1
Error,Grounder,-,-,5,1st,3rd,3,  0.04%,2,0
Error,Grounder,-,-,6D,1st,Score,2,  0.03%,2,1
Double,Grounder,-,-,4,2nd,Score,2,  0.03%,2,1
Single,Fly,-,-,78,1st,Score,2,  0.03%,2,1
Generic out,Fly,-,-,2,Out,2nd,2,  0.03%,3,0
Home run,Liner,-,-,7D,Score,Score,2,  0.03%,2,2
Single,Grounder,-,-,4,Out,Score,2,  0.03%,3,1
Single,Fly,-,-,56D,1st,Score,2,  0.03%,2,1
Double,Liner,-,-,5D,2nd,Score,2,  0.03%,2,1
Generic out,Pop-up,-,-,4S,Out,2nd,2,  0.03%,3,0
Error,Grounder,-,-,3,1st,3rd,2,  0.03%,2,0
Single,Liner,-,-,8D,1st,3rd,2,  0.03%,2,0
Single,Grounder,-,-,6S,1st,3rd,2,  0.03%,2,0
Single,Liner,-,-,7,Out,Score,2,  0.03%,3,1
Single,Liner,-,-,9,1st,Out,2,  0.03%,3,0
Double,Fly,-,-,78S,2nd,Score,2,  0.03%,2,1
Single,Liner,-,-,78S,Out,Score,2,  0.03%,3,1
Generic out,Liner,-,-,2,Out,2nd,2,  0.03%,3,0
Double,Fly,-,-,78,2nd,Score,2,  0.03%,2,1
Generic out,Pop-up,-,Y,23F,Out,2nd,2,  0.03%,3,0
Double,Liner,-,-,89,2nd,Score,2,  0.03%,2,1
Generic out,Pop-up,-,-,56S,Out,2nd,2,  0.03%,3,0
Single,Liner,-,-,8,1st,3rd,2,  0.03%,2,0
Generic out,Liner,-,-,5D,Out,2nd,2,  0.03%,3,0
Generic out,Liner,-,-,9L,Out,2nd,2,  0.03%,3,0
Double,Fly,-,-,7,2nd,Score,2,  0.03%,2,1
Single,Liner,-,-,89,Out,Score,2,  0.03%,3,1
Strikeout,-,-,-,-,1st,3rd,2,  0.03%,2,0
Single,Grounder,-,-,4S,1st,3rd,2,  0.03%,2,0
Generic out,Pop-up,-,-,2,Out,2nd,2,  0.03%,3,0
Single,Fly,-,-,3D,1st,Score,2,  0.03%,2,1
Single,Liner,-,-,56D,1st,3rd,2,  0.03%,2,0
Generic out,Pop-up,-,-,1,Out,2nd,2,  0.03%,3,0
Generic out,Liner,-,-,8S,Out,2nd,2,  0.03%,3,0
Triple,Liner,-,-,9L,3rd,Score,2,  0.03%,2,1
Generic out,Liner,-,-,1,Out,2nd,2,  0.03%,3,0
Triple,Fly,-,-,89XD,3rd,Score,2,  0.03%,2,1
Single,Liner,-,-,7S,Out,Score,2,  0.03%,3,1
Error,Grounder,-,-,56,1st,Out,2,  0.03%,3,0
Single,Fly,-,-,7S,1st,Score,2,  0.03%,2,1
Generic out,Grounder,-,-,5D,Out,2nd,2,  0.03%,3,0
Single,Liner,-,-,78S,1st,3rd,2,  0.03%,2,0
Double,Fly,-,-,9L,2nd,Score,2,  0.03%,2,1
Generic out,Fly,-,-,34D,Out,2nd,2,  0.03%,3,0
Generic out,Pop-up,-,-,6MS,Out,2nd,2,  0.03%,3,0
Generic out,Grounder,-,-,4MD,Out,2nd,2,  0.03%,3,0
Generic out,Pop-up,-,-,6S,Out,2nd,2,  0.03%,3,0
Generic out,Pop-up,-,Y,25F,Out,2nd,2,  0.03%,3,0
Single,Liner,-,-,8,1st,Out,2,  0.03%,3,0
Single,Grounder,Y,-,25,1st,3rd,2,  0.03%,2,0
Generic out,Pop-up,-,-,4M,Out,2nd,2,  0.03%,3,0
Generic out,Fly,-,Y,7LF,Out,2nd,2,  0.03%,3,0
Error,Grounder,-,-,34,1st,Score,2,  0.03%,2,1
Fielder's choice,Grounder,-,-,5S,1st,Out,2,  0.03%,3,0
Error,Grounder,-,-,6M,1st,3rd,2,  0.03%,2,0
Single,Grounder,-,-,56,Out,Score,2,  0.03%,3,1
Generic out,Grounder,Y,-,25,Out,2nd,2,  0.03%,3,0
Single,Liner,-,-,7LD,1st,Score,2,  0.03%,2,1
Generic out,Liner,-,-,78S,Out,2nd,2,  0.03%,3,0
Single,Liner,-,-,78,2nd,Score,1,  0.01%,2,1
Triple,Fly,-,-,7D,3rd,Score,1,  0.01%,2,1
Generic out,Grounder,-,-,2,1st,Score,1,  0.01%,2,1
Error,Grounder,-,-,7S,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,9,Out,Score,1,  0.01%,3,1
Single,Liner,-,-,8D,Out,Score,1,  0.01%,3,1
Double,Fly,-,-,3D,2nd,Score,1,  0.01%,2,1
Error,Fly,-,-,4D,1st,2nd,1,  0.01%,2,0
Single,Liner,-,-,5D,1st,Score,1,  0.01%,2,1
Double,Fly,-,-,5D,2nd,Score,1,  0.01%,2,1
Generic out,Liner,-,-,7L,Out,2nd,1,  0.01%,3,0
Generic out,Fly,-,Y,7LDF,Out,2nd,1,  0.01%,3,0
Single,Grounder,-,-,4M,1st,Out,1,  0.01%,3,0
Single,Liner,-,-,78,2nd,Out,1,  0.01%,3,0
Double,Fly,-,-,8,2nd,Score,1,  0.01%,2,1
Strikeout,-,-,-,-,Out,3rd,1,  0.01%,3,0
Single,Liner,-,-,6D,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,9S,1st,3rd,1,  0.01%,2,0
Single,Fly,-,-,8,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,56,1st,Out,1,  0.01%,3,0
Double,Liner,-,-,4MS,2nd,Score,1,  0.01%,2,1
Single,Liner,-,-,34D,1st,Score,1,  0.01%,2,1
Error,Pop-up,-,-,1S,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,5,Out,Score,1,  0.01%,3,1
Double,Fly,-,-,7LS,2nd,Score,1,  0.01%,2,1
Error,Pop-up,-,-,23,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,9,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,7LD,2nd,Score,1,  0.01%,2,1
Single,Grounder,-,-,23,2nd,Score,1,  0.01%,2,1
Generic out,Pop-up,-,-,78S,Out,2nd,1,  0.01%,3,0
Double,Fly,-,-,78D,2nd,Score,1,  0.01%,2,1
Single,Liner,-,-,89,3rd,Score,1,  0.01%,2,1
Generic out,Grounder,-,-,56,1st,3rd,1,  0.01%,2,0
Error,Grounder,-,-,56S,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,34,3rd,Score,1,  0.01%,2,1
Single,Grounder,-,-,3,1st,3rd,1,  0.01%,2,0
Generic out,Pop-up,-,-,15,Out,2nd,1,  0.01%,3,0
Single,Liner,-,-,4,1st,Score,1,  0.01%,2,1
Single,Fly,-,-,34D,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,4,2nd,Score,1,  0.01%,2,1
Single,Liner,-,-,3D,Out,Score,1,  0.01%,3,1
Error,Grounder,-,-,3,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,34D,1st,Out,1,  0.01%,3,0
Single,Liner,-,-,7,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,78S,Score,Score,1,  0.01%,2,2
Single,Liner,-,-,9D,2nd,Score,1,  0.01%,2,1
Error,Liner,-,-,9,3rd,Score,1,  0.01%,2,1
Generic out,Pop-up,-,Y,7LSF,Out,2nd,1,  0.01%,3,0
Walk,-,-,-,-,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,23,1st,3rd,1,  0.01%,2,0
Error,Grounder,-,-,4,1st,3rd,1,  0.01%,2,0
Error,Fly,-,-,78S,2nd,Score,1,  0.01%,2,1
Single,Liner,-,-,89XD,2nd,Score,1,  0.01%,2,1
Generic out,Fly,-,Y,9LF,Out,2nd,1,  0.01%,3,0
Single,Liner,-,-,9,2nd,3rd,1,  0.01%,2,0
Generic out,Fly,-,Y,5SF,Out,2nd,1,  0.01%,3,0
Single,Liner,-,-,7D,2nd,Score,1,  0.01%,2,1
Generic out,Fly,-,Y,3DF,Out,2nd,1,  0.01%,3,0
Single,Liner,-,-,6,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,9D,Out,Score,1,  0.01%,3,1
Single,Liner,-,-,78S,2nd,Score,1,  0.01%,2,1
Error,Grounder,-,-,1S,1st,Score,1,  0.01%,2,1
Double,Liner,-,-,9LD,3rd,Score,1,  0.01%,2,1
Double,Fly,-,-,7S,2nd,Score,1,  0.01%,2,1
Single,Fly,-,-,78XD,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,4MS,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,34,1st,Out,1,  0.01%,3,0
Double,Grounder,-,-,6M,2nd,Score,1,  0.01%,2,1
Triple,Liner,-,-,89D,3rd,Score,1,  0.01%,2,1
Single,Liner,-,-,4D,1st,Score,1,  0.01%,2,1
Generic out,Fly,-,Y,2F,Out,2nd,1,  0.01%,3,0
Single,Fly,-,-,8XD,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,7S,1st,3rd,1,  0.01%,2,0
Double,Liner,-,-,9,2nd,Score,1,  0.01%,2,1
Double,Liner,-,-,78S,3rd,Score,1,  0.01%,2,1
Generic out,Fly,-,Y,5F,Out,2nd,1,  0.01%,3,0
Error,Grounder,-,-,34,2nd,Score,1,  0.01%,2,1
Error,Liner,-,-,89D,2nd,Score,1,  0.01%,2,1
Single,Grounder,Y,-,56S,1st,3rd,1,  0.01%,2,0
Single,Grounder,-,-,23,1st,Score,1,  0.01%,2,1
Single,Grounder,-,-,6M,1st,Out,1,  0.01%,3,0
Single,Grounder,-,-,1,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,89,1st,Out,1,  0.01%,3,0
Single,Grounder,-,-,3,1st,Out,1,  0.01%,3,0
Single,Grounder,-,-,4MS,1st,3rd,1,  0.01%,2,0
Error,Grounder,-,-,56,1st,2nd,1,  0.01%,2,0
Other advance,-,-,-,-,Stays,3rd,1,  0.01%,2,0
Triple,Liner,-,-,5D,3rd,Score,1,  0.01%,2,1
Generic out,Grounder,-,-,-,Out,2nd,1,  0.01%,3,0
Generic out,Pop-up,-,-,89S,Out,2nd,1,  0.01%,3,0
Single,Liner,-,-,8S,1st,Out,1,  0.01%,3,0
Single,Grounder,-,-,1S,1st,3rd,1,  0.01%,2,0
Single,Grounder,-,-,25,1st,Score,1,  0.01%,2,1
Error,Grounder,-,-,1S,2nd,Score,1,  0.01%,2,1
Error,Grounder,-,-,2,1st,Score,1,  0.01%,2,1
Single,Liner,-,-,89XD,1st,Score,1,  0.01%,2,1
Single,Grounder,Y,-,34S,1st,3rd,1,  0.01%,2,0
Generic out,Pop-up,Y,-,3,Out,2nd,1,  0.01%,3,0
Single,Fly,-,-,7S,2nd,Score,1,  0.01%,2,1
Error,Grounder,-,-,56S,1st,3rd,1,  0.01%,2,0
Single,Liner,-,-,78,2nd,3rd,1,  0.01%,2,0
Double,Fly,-,-,9LS,2nd,Score,1,  0.01%,2,1
Error,Grounder,-,-,5,1st,Score,1,  0.01%,2,1
Generic out,Grounder,-,-,3D,Out,2nd,1,  0.01%,3,0
