Play,Type,Bnt,Fl,Loc,B,R2,R3,Count,Probability,New Outs,Runs
Home run,Fly,-,-,89XD,Score,Score,Score,3,  0.44%,0,3
Single,Liner,-,-,7S,1st,3rd,Score,3,  0.44%,0,1
Single,Liner,-,-,9,1st,Score,Score,3,  0.44%,0,2
Single,Liner,-,-,89,1st,3rd,Score,3,  0.44%,0,1
Generic out,Pop-up,-,-,4D,Out,2nd,3rd,3,  0.44%,1,0
Single,Grounder,-,-,56,1st,Score,Score,3,  0.44%,0,2
Generic out,Liner,-,-,78,Out,2nd,Score,3,  0.44%,1,1
Generic out,Fly,-,-,7,Out,2nd,Score,3,  0.44%,1,1
Generic out,Liner,-,-,8D,Out,3rd,Score,3,  0.44%,1,1
Double,Liner,-,-,7LD,2nd,Score,Score,3,  0.44%,0,2
Generic out,Fly,-,-,9LD,Out,3rd,Score,3,  0.44%,1,1
Single,Grounder,-,-,4,1st,Score,Score,3,  0.44%,0,2
Double,Liner,-,-,7LS,2nd,Score,Score,3,  0.44%,0,2
Double,Grounder,-,-,5,2nd,Score,Score,3,  0.44%,0,2
Generic out,Liner,-,-,6,Out,2nd,3rd,3,  0.44%,1,0
Generic out,Fly,-,-,7D,Out,2nd,Score,3,  0.44%,1,1
Generic out,Grounder,-,-,4,Out,2nd,3rd,3,  0.44%,1,0
Single,Grounder,-,-,4,1st,3rd,Score,3,  0.44%,0,1
Generic out,Pop-up,-,-,3,Out,2nd,3rd,3,  0.44%,1,0
Generic out,Grounder,-,-,2,Out,2nd,3rd,3,  0.44%,1,0
Generic out,Liner,-,-,78D,Out,2nd,Score,2,  0.29%,1,1
Generic out,Grounder,-,-,1,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Liner,-,-,7D,Out,2nd,Score,2,  0.29%,1,1
Passed ball,-,-,-,-,Stays,3rd,Score,2,  0.29%,0,1
Generic out,Pop-up,-,-,6MD,Out,2nd,3rd,2,  0.29%,1,0
Error,Grounder,-,-,56,1st,2nd,3rd,2,  0.29%,0,0
Generic out,Grounder,-,-,5,Out,2nd,3rd,2,  0.29%,1,0
Fielder's choice,Grounder,-,-,56S,1st,3rd,Out,2,  0.29%,1,0
Single,Grounder,-,-,6,1st,Score,Score,2,  0.29%,0,2
Home run,Fly,-,-,9LD,Score,Score,Score,2,  0.29%,0,3
Single,Fly,-,-,7S,1st,3rd,Score,2,  0.29%,0,1
Generic out,Pop-up,-,-,4,Out,2nd,3rd,2,  0.29%,1,0
Single,Liner,-,-,9S,1st,3rd,Score,2,  0.29%,0,1
Generic out,Fly,-,-,9L,Out,2nd,3rd,2,  0.29%,1,0
Single,Fly,-,-,8XD,1st,3rd,Score,2,  0.29%,0,1
Generic out,Liner,-,-,8XD,Out,3rd,Score,2,  0.29%,1,1
Generic out,Grounder,-,-,4S,Out,2nd,3rd,2,  0.29%,1,0
Single,Liner,-,-,8D,1st,3rd,Score,2,  0.29%,0,1
Generic out,Pop-up,-,Y,2F,Out,2nd,3rd,2,  0.29%,1,0
Home run,Fly,-,-,8XD,Score,Score,Score,2,  0.29%,0,3
Generic out,Grounder,-,-,6MS,Out,3rd,Score,2,  0.29%,1,1
Generic out,Pop-up,-,-,56,Out,2nd,3rd,2,  0.29%,1,0
Double,Liner,-,-,9D,2nd,Score,Score,2,  0.29%,0,2
Single,Grounder,-,-,56,2nd,Score,Score,2,  0.29%,0,2
Fielder's choice,Grounder,-,-,34,1st,2nd,Score,2,  0.29%,0,1
Single,Liner,-,-,9,1st,3rd,Score,2,  0.29%,0,1
Generic out,Fly,-,-,8,Out,2nd,Score,2,  0.29%,1,1
Generic out,Grounder,-,-,4D,Out,3rd,Score,2,  0.29%,1,1
Generic out,Pop-up,-,Y,5F,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Pop-up,-,-,6,Out,2nd,3rd,2,  0.29%,1,0
Double,Liner,-,-,89XD,2nd,Score,Score,2,  0.29%,0,2
Generic out,Fly,-,-,7S,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Fly,-,-,9S,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Pop-up,-,-,4MD,Out,2nd,3rd,2,  0.29%,1,0
Fielder's choice,Grounder,-,-,6,1st,3rd,Out,2,  0.29%,1,0
Generic out,Fly,-,-,9L,Out,3rd,Score,2,  0.29%,1,1
Home run,Fly,-,-,78XD,Score,Score,Score,2,  0.29%,0,3
Double,Fly,-,-,9D,2nd,Score,Score,2,  0.29%,0,2
Single,Liner,-,-,7,1st,3rd,Score,2,  0.29%,0,1
Single,Liner,-,-,89,1st,Score,Score,2,  0.29%,0,2
Single,Grounder,-,-,4M,1st,3rd,Score,2,  0.29%,0,1
Generic out,Fly,-,-,8D,Out,3rd,Score,2,  0.29%,1,1
Generic out,Grounder,-,-,34S,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Fly,-,-,8S,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Fly,-,-,78S,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Fly,-,-,78,Out,2nd,Score,2,  0.29%,1,1
Generic out,Liner,-,-,9D,Out,3rd,Score,2,  0.29%,1,1
Generic out,Pop-up,-,-,8S,Out,2nd,3rd,2,  0.29%,1,0
Generic out,Fly,-,-,89D,Out,3rd,Score,2,  0.29%,1,1
Single,Grounder,-,-,6M,1st,3rd,Score,2,  0.29%,0,1
Generic out,Grounder,-,-,34,Out,2nd,Score,1,  0.15%,1,1
Single,Grounder,Y,-,1S,1st,3rd,Score,1,  0.15%,0,1
Generic out,Liner,-,-,8D,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Pop-up,-,Y,3F,Out,2nd,3rd,1,  0.15%,1,0
Single,Liner,-,-,78,1st,3rd,Score,1,  0.15%,0,1
Single,Liner,-,-,8S,1st,Score,Score,1,  0.15%,0,2
Generic out,Liner,-,-,7,Out,2nd,Score,1,  0.15%,1,1
Generic out,Fly,-,Y,9LF,Out,2nd,Out,1,  0.15%,2,0
Double,Grounder,-,-,3,2nd,Score,Score,1,  0.15%,0,2
Error,Grounder,-,-,6,1st,2nd,Score,1,  0.15%,0,1
Generic out,Fly,-,-,78D,Out,3rd,Score,1,  0.15%,1,1
Generic out,Liner,-,-,9,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Grounder,-,-,1S,Out,2nd,3rd,1,  0.15%,1,0
Triple,Fly,-,-,89XD,3rd,Score,Score,1,  0.15%,0,2
Generic out,Liner,-,-,9LD,Out,3rd,Score,1,  0.15%,1,1
Generic out,Grounder,-,-,6S,Out,3rd,Score,1,  0.15%,1,1
Single,Grounder,-,-,6,1st,2nd,3rd,1,  0.15%,0,0
Single,Liner,-,-,8S,1st,2nd,Score,1,  0.15%,0,1
Generic out,Liner,-,-,9D,Out,2nd,Score,1,  0.15%,1,1
Generic out,Grounder,-,-,6M,Out,2nd,Score,1,  0.15%,1,1
Double,Fly,-,-,78XD,2nd,3rd,Score,1,  0.15%,0,1
Single,Liner,-,-,8,1st,Score,Score,1,  0.15%,0,2
Triple,Liner,-,-,8XD,3rd,Score,Score,1,  0.15%,0,2
Balk,-,-,-,-,Stays,3rd,Score,1,  0.15%,0,1
Fielder's choice,Grounder,-,-,34,1st,3rd,Out,1,  0.15%,1,0
Hit by pitch,-,-,-,-,1st,2nd,3rd,1,  0.15%,0,0
Strikeout,-,-,-,-,Out,2nd,Out,1,  0.15%,2,0
Single,Liner,-,-,78S,1st,Score,Score,1,  0.15%,0,2
Generic out,Liner,-,-,6MD,Out,2nd,3rd,1,  0.15%,1,0
Fielder's choice,Grounder,-,-,4,1st,Out,3rd,1,  0.15%,1,0
Error,Grounder,-,-,56S,1st,2nd,3rd,1,  0.15%,0,0
Generic out,Grounder,-,-,4MS,Out,2nd,Score,1,  0.15%,1,1
Fielder's choice,Grounder,-,-,56,1st,2nd,Out,1,  0.15%,1,0
Single,Fly,-,-,8,1st,3rd,Score,1,  0.15%,0,1
Generic out,Fly,-,-,8,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Grounder,-,-,56S,Out,2nd,Score,1,  0.15%,1,1
Fielder's choice,Grounder,-,-,5,1st,2nd,Out,1,  0.15%,1,0
Generic out,Fly,-,-,9,Out,2nd,3rd,1,  0.15%,1,0
Fielder's choice,Grounder,-,-,56S,1st,2nd,Out,1,  0.15%,1,0
Single,Grounder,-,-,25,1st,3rd,Score,1,  0.15%,0,1
Generic out,Liner,-,-,9,Out,2nd,Score,1,  0.15%,1,1
Single,Grounder,-,-,4MS,1st,Score,Score,1,  0.15%,0,2
Single,Grounder,-,-,3,1st,3rd,Score,1,  0.15%,0,1
Single,Fly,-,-,9LS,1st,Score,Score,1,  0.15%,0,2
Generic out,Fly,-,-,4MD,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Grounder,-,-,15,Out,2nd,3rd,1,  0.15%,1,0
Single,Grounder,-,-,3,Score,Score,Score,1,  0.15%,0,3
Generic out,Liner,-,-,56,Out,2nd,3rd,1,  0.15%,1,0
Fielder's choice,Grounder,-,-,6,1st,Out,3rd,1,  0.15%,1,0
Double,Grounder,-,-,34,2nd,Score,Score,1,  0.15%,0,2
Generic out,Fly,-,-,7D,Out,3rd,Score,1,  0.15%,1,1
Single,Grounder,-,-,6M,1st,Score,Score,1,  0.15%,0,2
Single,Fly,-,-,89S,1st,Score,Score,1,  0.15%,0,2
Triple,Fly,-,-,9LD,3rd,Score,Score,1,  0.15%,0,2
Single,Grounder,-,-,4,2nd,Score,Score,1,  0.15%,0,2
Generic out,Liner,-,-,6D,Out,2nd,3rd,1,  0.15%,1,0
Single,Grounder,-,-,6,2nd,Out,Score,1,  0.15%,1,1
Double,Grounder,-,-,6,2nd,Score,Score,1,  0.15%,0,2
Interference,-,-,-,-,1st,2nd,3rd,1,  0.15%,0,0
Generic out,Liner,-,-,7,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Fly,-,-,9LD,Out,2nd,Score,1,  0.15%,1,1
Generic out,Fly,-,-,7D,Out,3rd,Out,1,  0.15%,2,0
Generic out,Fly,-,-,8XD,Out,Score,Score,1,  0.15%,1,2
Generic out,Fly,-,-,9LS,Out,3rd,Score,1,  0.15%,1,1
Single,Liner,-,-,9LD,1st,3rd,Score,1,  0.15%,0,1
Single,Grounder,-,-,6S,1st,2nd,3rd,1,  0.15%,0,0
Generic out,Fly,-,-,9L,Out,2nd,Score,1,  0.15%,1,1
Fielder's choice,Grounder,-,-,56,2nd,3rd,Score,1,  0.15%,0,1
Single,Liner,-,-,8,Out,3rd,Score,1,  0.15%,1,1
Generic out,Grounder,-,-,3,Out,Out,3rd,1,  0.15%,2,0
Generic out,Liner,-,-,56,Out,2nd,Out,1,  0.15%,2,0
Generic out,Pop-up,-,-,56D,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Pop-up,-,-,2,Out,2nd,3rd,1,  0.15%,1,0
Home run,Liner,-,-,7D,Score,Score,Score,1,  0.15%,0,3
Generic out,Fly,-,-,89,Out,3rd,Score,1,  0.15%,1,1
Generic out,Fly,-,-,7L,Out,2nd,Score,1,  0.15%,1,1
Double,Liner,-,-,9LD,2nd,Score,Score,1,  0.15%,0,2
Error,Grounder,-,-,5,1st,2nd,Score,1,  0.15%,0,1
Generic out,Liner,-,-,9,Out,3rd,Score,1,  0.15%,1,1
Single,Grounder,-,-,56S,1st,2nd,3rd,1,  0.15%,0,0
Fielder's choice,Grounder,-,-,56,1st,3rd,Out,1,  0.15%,1,0
Single,Grounder,-,-,4M,1st,Score,Score,1,  0.15%,0,2
Fielder's choice,Grounder,-,-,34,1st,2nd,Out,1,  0.15%,1,0
Fielder's choice,Grounder,-,-,1S,1st,3rd,Out,1,  0.15%,1,0
Generic out,Liner,-,-,4M,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Pop-up,-,-,5,Out,2nd,3rd,1,  0.15%,1,0
Triple,Liner,-,-,78XD,3rd,Score,Score,1,  0.15%,0,2
Generic out,Fly,-,-,89,Out,3rd,Out,1,  0.15%,2,0
Generic out,Grounder,-,-,3S,Out,2nd,3rd,1,  0.15%,1,0
Single,Liner,-,-,8S,1st,3rd,Score,1,  0.15%,0,1
Single,Grounder,-,-,5,1st,2nd,3rd,1,  0.15%,0,0
Generic out,Fly,-,-,8,Out,3rd,Score,1,  0.15%,1,1
Fielder's choice,Grounder,-,-,4S,2nd,Out,Out,1,  0.15%,2,0
Fielder's choice,Grounder,-,-,34,2nd,3rd,Out,1,  0.15%,1,0
Generic out,Grounder,-,-,3S,Out,3rd,Score,1,  0.15%,1,1
Double,Fly,-,-,8XD,2nd,Score,Score,1,  0.15%,0,2
Single,Liner,-,-,1S,1st,3rd,Score,1,  0.15%,0,1
Generic out,Grounder,-,-,56,Out,3rd,Score,1,  0.15%,1,1
Single,Liner,-,-,9S,1st,Score,Score,1,  0.15%,0,2
Generic out,Grounder,-,-,25,Out,3rd,Score,1,  0.15%,1,1
Generic out,Grounder,-,-,6S,Out,2nd,Score,1,  0.15%,1,1
Double,Fly,-,-,9LD,2nd,3rd,Score,1,  0.15%,0,1
Double,Fly,-,-,78XD,2nd,Score,Score,1,  0.15%,0,2
Fielder's choice,Grounder,-,-,6,1st,2nd,Out,1,  0.15%,1,0
Generic out,Grounder,-,-,5,Out,2nd,Score,1,  0.15%,1,1
Single,Grounder,-,-,23,1st,2nd,3rd,1,  0.15%,0,0
Generic out,Liner,-,-,4,Out,2nd,3rd,1,  0.15%,1,0
Fielder's choice,Grounder,-,-,4,1st,3rd,Out,1,  0.15%,1,0
Generic out,Fly,-,-,7LD,Out,2nd,Score,1,  0.15%,1,1
Generic out,Fly,-,-,89D,Out,2nd,Score,1,  0.15%,1,1
Generic out,Fly,-,-,89,Out,2nd,3rd,1,  0.15%,1,0
Home run,Fly,-,-,9D,Score,Score,Score,1,  0.15%,0,3
Generic out,Grounder,-,-,4M,Out,3rd,Score,1,  0.15%,1,1
Single,Grounder,-,-,25,1st,2nd,3rd,1,  0.15%,0,0
Generic out,Grounder,-,-,6MD,Out,3rd,Score,1,  0.15%,1,1
Generic out,Grounder,-,-,6MS,Out,2nd,Score,1,  0.15%,1,1
Generic out,Fly,-,Y,9LDF,Out,3rd,Score,1,  0.15%,1,1
Fielder's choice,Grounder,-,-,4S,1st,2nd,Score,1,  0.15%,0,1
Generic out,Grounder,-,-,4,Out,3rd,Out,1,  0.15%,2,0
Double,Liner,-,-,7L,2nd,Score,Score,1,  0.15%,0,2
Generic out,Pop-up,-,-,6D,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Liner,-,-,8,Out,2nd,Score,1,  0.15%,1,1
Generic out,Liner,-,-,5,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Grounder,-,-,5S,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Pop-up,-,-,3S,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Liner,-,-,8,Out,3rd,Score,1,  0.15%,1,1
Generic out,Liner,-,-,78,Out,2nd,3rd,1,  0.15%,1,0
Generic out,Grounder,-,-,23,Out,2nd,3rd,1,  0.15%,1,0
Single,Grounder,-,-,6MS,1st,3rd,Score,1,  0.15%,0,1
Fielder's choice,Grounder,-,-,6,1st,3rd,Score,1,  0.15%,0,1
Error,Grounder,-,-,3,1st,3rd,Score,1,  0.15%,0,1
Single,Grounder,-,-,56,1st,2nd,Score,1,  0.15%,0,1
