Play,Type,Bnt,Fl,Loc,B,R1,R3,Count,Probability,New Outs,Runs
Pickoff,-,-,-,-,Stays,Out,3rd,9,  0.31%,3,0
Home run,Fly,-,-,89XD,Score,Score,Score,8,  0.27%,2,3
Generic out,Grounder,-,-,4M,1st,Out,3rd,8,  0.27%,3,0
Generic out,Grounder,-,-,13,Out,1st,3rd,8,  0.27%,3,0
Home run,Fly,-,-,9LD,Score,Score,Score,8,  0.27%,2,3
Generic out,Liner,-,-,6D,Out,1st,3rd,8,  0.27%,3,0
Generic out,Fly,-,-,78S,Out,1st,3rd,8,  0.27%,3,0
Single,Liner,-,-,78,1st,2nd,Score,8,  0.27%,2,1
Single,Grounder,-,-,6M,1st,3rd,Score,8,  0.27%,2,1
Generic out,Grounder,-,-,4D,Out,1st,3rd,8,  0.27%,3,0
Generic out,Grounder,-,-,1,Out,1st,3rd,8,  0.27%,3,0
Single,Liner,-,-,9,1st,2nd,Score,7,  0.24%,2,1
Single,Grounder,-,-,4,1st,2nd,Score,7,  0.24%,2,1
Generic out,Liner,-,-,78D,Out,1st,3rd,7,  0.24%,3,0
Generic out,Grounder,-,-,6M,1st,Out,3rd,7,  0.24%,3,0
Generic out,Fly,-,-,8S,Out,1st,3rd,7,  0.24%,3,0
Single,Liner,-,-,89,1st,3rd,Score,7,  0.24%,2,1
Generic out,Pop-up,-,-,4D,Out,1st,3rd,7,  0.24%,3,0
Single,Grounder,-,-,4,1st,3rd,Score,7,  0.24%,2,1
Generic out,Pop-up,-,Y,2F,Out,1st,3rd,7,  0.24%,3,0
Generic out,Pop-up,-,-,56,Out,1st,3rd,7,  0.24%,3,0
Single,Liner,-,-,89D,1st,3rd,Score,7,  0.24%,2,1
Generic out,Fly,-,-,9LD,Out,1st,3rd,7,  0.24%,3,0
Single,Grounder,-,-,5,1st,2nd,Score,6,  0.20%,2,1
Balk,-,-,-,-,Stays,2nd,Score,6,  0.20%,2,1
Stolen base,-,-,-,-,Stays,3rd,Score,6,  0.20%,2,1
Generic out,Pop-up,-,Y,3F,Out,1st,3rd,6,  0.20%,3,0
Generic out,Liner,-,-,4D,Out,1st,3rd,6,  0.20%,3,0
Generic out,Fly,-,-,7LD,Out,1st,3rd,6,  0.20%,3,0
Single,Liner,-,-,78D,1st,3rd,Score,6,  0.20%,2,1
Generic out,Pop-up,-,-,6MD,Out,1st,3rd,6,  0.20%,3,0
Generic out,Pop-up,-,Y,5SF,Out,1st,3rd,6,  0.20%,3,0
Generic out,Pop-up,-,-,34S,Out,1st,3rd,6,  0.20%,3,0
Single,Grounder,-,-,4M,1st,3rd,Score,6,  0.20%,2,1
Generic out,Pop-up,-,Y,3SF,Out,1st,3rd,6,  0.20%,3,0
Generic out,Fly,-,-,9S,Out,1st,3rd,6,  0.20%,3,0
Single,Liner,-,-,78S,1st,2nd,Score,6,  0.20%,2,1
Intentional walk,-,-,-,-,1st,2nd,3rd,6,  0.20%,2,0
Generic out,Fly,-,-,89S,Out,1st,3rd,6,  0.20%,3,0
Generic out,Liner,-,-,7D,Out,1st,3rd,5,  0.17%,3,0
Generic out,Liner,-,-,78XD,Out,1st,3rd,5,  0.17%,3,0
Generic out,Pop-up,-,-,6D,Out,1st,3rd,5,  0.17%,3,0
Single,Liner,-,-,89,1st,2nd,Score,5,  0.17%,2,1
Home run,Liner,-,-,7D,Score,Score,Score,5,  0.17%,2,3
Single,Liner,-,-,8S,1st,2nd,Score,5,  0.17%,2,1
Home run,Fly,-,-,7LD,Score,Score,Score,5,  0.17%,2,3
Generic out,Grounder,-,-,5,1st,Out,3rd,5,  0.17%,3,0
Generic out,Liner,-,-,78,Out,1st,3rd,5,  0.17%,3,0
Generic out,Liner,-,-,56,Out,1st,3rd,4,  0.14%,3,0
Generic out,Liner,-,-,4MD,Out,1st,3rd,4,  0.14%,3,0
Generic out,Grounder,-,-,4S,Out,1st,3rd,4,  0.14%,3,0
Generic out,Pop-up,-,-,6S,Out,1st,3rd,4,  0.14%,3,0
Generic out,Liner,-,-,5,Out,1st,3rd,4,  0.14%,3,0
Generic out,Liner,-,-,89D,Out,1st,3rd,4,  0.14%,3,0
Single,Liner,-,-,89S,1st,3rd,Score,4,  0.14%,2,1
Single,Grounder,-,-,56S,1st,2nd,Score,4,  0.14%,2,1
Generic out,Pop-up,-,-,34,Out,1st,3rd,4,  0.14%,3,0
Generic out,Pop-up,-,-,6,Out,1st,3rd,4,  0.14%,3,0
Double,Liner,-,-,9L,2nd,Score,Score,4,  0.14%,2,2
Single,Grounder,-,-,6,1st,3rd,Score,4,  0.14%,2,1
Generic out,Liner,-,-,3,Out,1st,3rd,4,  0.14%,3,0
Single,Liner,-,-,9S,1st,3rd,Score,4,  0.14%,2,1
Double,Liner,-,-,7LD,2nd,Score,Score,4,  0.14%,2,2
Passed ball,-,-,-,-,Stays,2nd,Score,4,  0.14%,2,1
Double,Grounder,-,-,5,2nd,Score,Score,4,  0.14%,2,2
Generic out,Grounder,-,-,23,Out,1st,3rd,4,  0.14%,3,0
Generic out,Pop-up,-,-,56D,Out,1st,3rd,4,  0.14%,3,0
Single,Liner,-,-,78S,1st,3rd,Score,4,  0.14%,2,1
Double,Liner,-,-,9LD,2nd,3rd,Score,4,  0.14%,2,1
Error,Grounder,-,-,6,1st,2nd,Score,3,  0.10%,2,1
Single,Liner,-,-,89D,1st,2nd,Score,3,  0.10%,2,1
Double,Liner,-,-,9L,2nd,3rd,Score,3,  0.10%,2,1
Single,Fly,-,-,8S,1st,3rd,Score,3,  0.10%,2,1
Generic out,Fly,-,-,56D,Out,1st,3rd,3,  0.10%,3,0
Generic out,Grounder,-,-,6MS,Out,1st,3rd,3,  0.10%,3,0
Single,Liner,-,-,9S,1st,2nd,Score,3,  0.10%,2,1
Generic out,Grounder,-,-,4M,Out,1st,3rd,3,  0.10%,3,0
Single,Grounder,-,-,3,1st,2nd,Score,3,  0.10%,2,1
Double,Grounder,-,-,3,2nd,3rd,Score,3,  0.10%,2,1
Double,Grounder,-,-,5,2nd,3rd,Score,3,  0.10%,2,1
Double,Liner,-,-,9LD,2nd,Score,Score,3,  0.10%,2,2
Generic out,Liner,-,-,89XD,Out,1st,3rd,3,  0.10%,3,0
Generic out,Liner,-,-,89,Out,1st,3rd,3,  0.10%,3,0
Pickoff,-,-,-,-,Stays,1st,Out,3,  0.10%,3,0
Generic out,Pop-up,-,-,3,Out,1st,3rd,3,  0.10%,3,0
Generic out,Fly,-,Y,7LSF,Out,1st,3rd,3,  0.10%,3,0
Home run,Fly,-,-,78XD,Score,Score,Score,3,  0.10%,2,3
Single,Liner,-,-,9,1st,3rd,Score,3,  0.10%,2,1
Single,Liner,-,-,8,1st,3rd,Score,3,  0.10%,2,1
Generic out,Liner,-,-,7S,Out,1st,3rd,3,  0.10%,3,0
Generic out,Fly,-,-,6D,Out,1st,3rd,3,  0.10%,3,0
Generic out,Pop-up,-,-,5,Out,1st,3rd,3,  0.10%,3,0
Single,Liner,-,-,78D,1st,2nd,Score,3,  0.10%,2,1
Double,Liner,-,-,7LD,2nd,3rd,Score,3,  0.10%,2,1
Single,Liner,-,-,9L,1st,3rd,Score,3,  0.10%,2,1
Double,Fly,-,-,7LD,2nd,3rd,Score,3,  0.10%,2,1
Generic out,Pop-up,-,-,1S,Out,1st,3rd,3,  0.10%,3,0
Double,Liner,-,-,7L,2nd,3rd,Score,3,  0.10%,2,1
Double,Liner,-,-,89D,2nd,Score,Score,3,  0.10%,2,2
Single,Liner,-,-,89S,1st,2nd,Score,3,  0.10%,2,1
Generic out,Liner,-,-,1S,Out,1st,3rd,2,  0.07%,3,0
Double,Liner,-,-,8XD,2nd,Score,Score,2,  0.07%,2,2
Generic out,Grounder,-,-,5S,Out,1st,3rd,2,  0.07%,3,0
Single,Fly,-,-,9S,1st,2nd,Score,2,  0.07%,2,1
Double,Liner,-,-,78D,2nd,Score,Score,2,  0.07%,2,2
Double,Liner,-,-,9LS,2nd,3rd,Score,2,  0.07%,2,1
Generic out,Fly,-,-,1S,Out,1st,3rd,2,  0.07%,3,0
Generic out,Pop-up,-,-,8S,Out,1st,3rd,2,  0.07%,3,0
Double,Liner,-,-,7LD,3rd,Score,Score,2,  0.07%,2,2
Single,Liner,-,-,8D,1st,2nd,Score,2,  0.07%,2,1
Double,Fly,-,-,7LD,2nd,Score,Score,2,  0.07%,2,2
Triple,Fly,-,-,89XD,3rd,Score,Score,2,  0.07%,2,2
Generic out,Liner,-,-,5D,Out,1st,3rd,2,  0.07%,3,0
Generic out,Liner,-,-,9L,Out,1st,3rd,2,  0.07%,3,0
Generic out,Grounder,-,-,56S,1st,Out,3rd,2,  0.07%,3,0
Double,Grounder,-,-,5,3rd,Score,Score,2,  0.07%,2,2
Double,Grounder,-,-,6M,2nd,3rd,Score,2,  0.07%,2,1
Generic out,Pop-up,-,-,4S,Out,1st,3rd,2,  0.07%,3,0
Single,Liner,-,-,8D,1st,3rd,Score,2,  0.07%,2,1
Generic out,Pop-up,-,-,3S,Out,1st,3rd,2,  0.07%,3,0
Generic out,Fly,-,Y,9LF,Out,1st,3rd,2,  0.07%,3,0
Generic out,Pop-up,-,-,3D,Out,1st,3rd,2,  0.07%,3,0
Generic out,Liner,-,-,4,Out,1st,3rd,2,  0.07%,3,0
Triple,Fly,-,-,9D,3rd,Score,Score,2,  0.07%,2,2
Single,Liner,-,-,9L,1st,2nd,Score,2,  0.07%,2,1
Generic out,Fly,-,Y,9LSF,Out,1st,3rd,2,  0.07%,3,0
Passed ball,-,-,-,-,Stays,2nd,3rd,2,  0.07%,2,0
Generic out,Grounder,Y,-,2,Out,1st,3rd,2,  0.07%,3,0
Single,Liner,-,-,8S,1st,3rd,Score,2,  0.07%,2,1
Generic out,Grounder,-,-,6MS,1st,Out,3rd,2,  0.07%,3,0
Generic out,Liner,-,-,34,Out,1st,3rd,2,  0.07%,3,0
Single,Grounder,-,-,23,1st,2nd,Score,2,  0.07%,2,1
Generic out,Fly,-,-,7LS,Out,1st,3rd,2,  0.07%,3,0
Single,Fly,-,-,3D,1st,3rd,Score,2,  0.07%,2,1
Generic out,Grounder,-,-,56D,Out,1st,3rd,2,  0.07%,3,0
Single,Liner,-,-,9LS,1st,3rd,Score,2,  0.07%,2,1
Walk,-,-,-,-,1st,2nd,Score,2,  0.07%,2,1
Single,Fly,-,-,78S,1st,3rd,Score,2,  0.07%,2,1
Double,Fly,-,-,9D,2nd,Score,Score,2,  0.07%,2,2
Single,Grounder,-,-,5S,1st,2nd,Score,2,  0.07%,2,1
Generic out,Pop-up,-,-,4MD,Out,1st,3rd,2,  0.07%,3,0
Home run,Liner,-,-,78XD,Score,Score,Score,2,  0.07%,2,3
Generic out,Grounder,-,-,34D,Out,1st,3rd,1,  0.03%,3,0
Generic out,Liner,-,-,7L,Out,1st,3rd,1,  0.03%,3,0
Error,Grounder,-,-,56,1st,2nd,Score,1,  0.03%,2,1
Double,Liner,-,-,89XD,Out,Score,Score,1,  0.03%,3,2
Single,Liner,-,-,34D,1st,3rd,Score,1,  0.03%,2,1
Error,Grounder,-,-,5,1st,2nd,Score,1,  0.03%,2,1
Double,Fly,-,-,89XD,2nd,3rd,Score,1,  0.03%,2,1
Single,Liner,-,-,4D,1st,3rd,Score,1,  0.03%,2,1
Double,Liner,-,-,7LS,2nd,Score,Score,1,  0.03%,2,2
Single,Fly,-,-,78S,1st,2nd,Score,1,  0.03%,2,1
Pickoff,-,-,-,-,Stays,2nd,Score,1,  0.03%,2,1
Single,Pop-up,-,-,5D,1st,2nd,Score,1,  0.03%,2,1
Single,Liner,-,-,9LS,1st,2nd,Score,1,  0.03%,2,1
Double,Fly,-,-,78XD,2nd,Score,Score,1,  0.03%,2,2
Stolen base,-,-,-,-,Stays,Out,Score,1,  0.03%,3,1
Single,Liner,-,-,7L,Out,3rd,Score,1,  0.03%,3,1
Double,Liner,-,-,8XD,2nd,3rd,Score,1,  0.03%,2,1
Single,Liner,-,-,7L,1st,3rd,Score,1,  0.03%,2,1
Generic out,Grounder,-,-,34,1st,Out,3rd,1,  0.03%,3,0
Generic out,Pop-up,-,-,89S,Out,1st,3rd,1,  0.03%,3,0
Double,Liner,-,-,9D,2nd,Score,Score,1,  0.03%,2,2
Generic out,Liner,-,-,34D,Out,1st,3rd,1,  0.03%,3,0
Double,Liner,-,-,78XD,3rd,Score,Score,1,  0.03%,2,2
Generic out,Liner,-,-,6,Out,1st,3rd,1,  0.03%,3,0
Error,Grounder,-,-,56D,1st,2nd,Score,1,  0.03%,2,1
Generic out,Pop-up,-,-,5D,Out,1st,3rd,1,  0.03%,3,0
Generic out,Liner,-,Y,3F,Out,1st,3rd,1,  0.03%,3,0
Wild pitch,-,-,-,-,Stays,3rd,Score,1,  0.03%,2,1
Wild pitch,-,-,-,-,Stays,Out,Score,1,  0.03%,3,1
Generic out,Pop-up,-,Y,25F,Out,1st,3rd,1,  0.03%,3,0
Generic out,Pop-up,-,Y,3DF,Out,1st,3rd,1,  0.03%,3,0
Double,Fly,-,-,78D,2nd,Score,Score,1,  0.03%,2,2
Home run,Liner,-,-,89D,Score,Score,Score,1,  0.03%,2,3
Pickoff,-,-,-,-,Stays,3rd,Score,1,  0.03%,2,1
Single,Liner,-,-,3,1st,3rd,Score,1,  0.03%,2,1
Double,Fly,-,-,9LS,2nd,3rd,Score,1,  0.03%,2,1
Error,Grounder,-,-,5,2nd,3rd,Score,1,  0.03%,2,1
Double,Liner,-,-,78D,2nd,3rd,Score,1,  0.03%,2,1
Generic out,Fly,-,-,3D,Out,1st,3rd,1,  0.03%,3,0
Single,Liner,-,-,9D,1st,3rd,Score,1,  0.03%,2,1
Generic out,Grounder,-,-,-,Out,1st,3rd,1,  0.03%,3,0
Generic out,Pop-up,Y,-,1S,Out,1st,3rd,1,  0.03%,3,0
Double,Pop-up,-,-,5D,2nd,3rd,Score,1,  0.03%,2,1
Generic out,Grounder,Y,-,56S,Out,1st,3rd,1,  0.03%,3,0
Single,Liner,-,-,56D,1st,2nd,Score,1,  0.03%,2,1
Double,Liner,-,-,89XD,2nd,Out,Score,1,  0.03%,3,1
Single,Liner,-,-,9,2nd,3rd,Score,1,  0.03%,2,1
Single,Grounder,-,-,2,1st,2nd,Score,1,  0.03%,2,1
Double,Fly,-,-,4MD,2nd,Score,Score,1,  0.03%,2,2
Single,Grounder,-,-,25,1st,2nd,Score,1,  0.03%,2,1
Single,Liner,-,-,1,1st,2nd,Score,1,  0.03%,2,1
Double,Fly,-,-,78XD,2nd,3rd,Score,1,  0.03%,2,1
Single,Grounder,-,-,5,1st,3rd,Score,1,  0.03%,2,1
Single,Grounder,-,-,34,Out,3rd,Score,1,  0.03%,3,1
Single,Grounder,-,-,34,1st,Out,Score,1,  0.03%,3,1
Generic out,Liner,-,-,6MS,Out,1st,3rd,1,  0.03%,3,0
Single,Liner,-,-,7LS,1st,2nd,Score,1,  0.03%,2,1
Double,Liner,-,-,78,2nd,Score,Score,1,  0.03%,2,2
Triple,Liner,-,-,78XD,3rd,Score,Score,1,  0.03%,2,2
Single,Liner,-,-,6D,1st,2nd,Score,1,  0.03%,2,1
Generic out,Grounder,-,-,4MD,Out,1st,3rd,1,  0.03%,3,0
Double,Liner,-,-,9L,2nd,Out,Score,1,  0.03%,3,1
Generic out,Grounder,-,-,6D,Out,1st,3rd,1,  0.03%,3,0
Single,Grounder,-,-,4MS,1st,2nd,Score,1,  0.03%,2,1
Single,Fly,-,-,7L,1st,2nd,Score,1,  0.03%,2,1
Triple,Liner,-,-,7L,3rd,Score,Score,1,  0.03%,2,2
Double,Liner,-,-,7D,2nd,Out,Score,1,  0.03%,3,1
Single,Liner,-,-,7D,1st,2nd,Score,1,  0.03%,2,1
Generic out,Pop-up,-,-,6M,Out,1st,3rd,1,  0.03%,3,0
Generic out,Pop-up,-,-,78S,Out,1st,3rd,1,  0.03%,3,0
Single,Fly,-,-,78,1st,3rd,Score,1,  0.03%,2,1
Double,Grounder,-,-,56,2nd,3rd,Score,1,  0.03%,2,1
Error,Grounder,-,-,6,2nd,3rd,Score,1,  0.03%,2,1
Generic out,Pop-up,-,-,5S,Out,1st,3rd,1,  0.03%,3,0
Generic out,Pop-up,Y,Y,23F,Out,1st,3rd,1,  0.03%,3,0
Generic out,Pop-up,-,-,6MS,Out,1st,3rd,1,  0.03%,3,0
Single,Liner,-,-,7LD,1st,3rd,Score,1,  0.03%,2,1
Home run,Liner,-,-,89XD,Score,Score,Score,1,  0.03%,2,3
Single,Grounder,-,-,1S,1st,2nd,Score,1,  0.03%,2,1
Generic out,Grounder,-,-,15,Out,1st,3rd,1,  0.03%,3,0
Generic out,Fly,-,-,6MD,Out,1st,3rd,1,  0.03%,3,0
Single,Fly,-,-,5D,1st,2nd,Score,1,  0.03%,2,1
Generic out,Pop-up,-,Y,23F,Out,1st,3rd,1,  0.03%,3,0
Error,Grounder,-,-,4,1st,2nd,Score,1,  0.03%,2,1
Generic out,Grounder,-,-,6MD,1st,Out,3rd,1,  0.03%,3,0
Generic out,Liner,-,-,56D,Out,1st,3rd,1,  0.03%,3,0
Caught stealing,-,-,-,-,Stays,Out,Score,1,  0.03%,3,1
Single,Liner,-,-,9LD,1st,3rd,Score,1,  0.03%,2,1
Error,Grounder,-,-,56,2nd,3rd,Score,1,  0.03%,2,1
Double,Fly,-,-,8XD,2nd,Score,Score,1,  0.03%,2,2
Error,Grounder,-,-,34S,1st,3rd,Score,1,  0.03%,2,1
Other advance,-,-,-,-,Stays,1st,Out,1,  0.03%,3,0
Generic out,Grounder,-,-,1S,1st,Out,3rd,1,  0.03%,3,0
Error,Grounder,-,-,34,1st,2nd,Score,1,  0.03%,2,1
Double,Fly,-,-,9LD,2nd,3rd,Score,1,  0.03%,2,1
Generic out,Liner,-,-,5S,Out,1st,3rd,1,  0.03%,3,0
Double,Liner,-,-,7L,2nd,Score,Score,1,  0.03%,2,2
Error,Grounder,-,-,5D,1st,2nd,Score,1,  0.03%,2,1
Single,Fly,-,-,8S,1st,Out,Score,1,  0.03%,3,1
Single,Liner,-,-,5D,1st,2nd,Score,1,  0.03%,2,1
Double,Fly,-,-,9LD,2nd,Score,Score,1,  0.03%,2,2
Caught stealing,-,-,-,-,Stays,2nd,Out,1,  0.03%,3,0
Single,Grounder,-,-,56,1st,3rd,Score,1,  0.03%,2,1
Single,Liner,-,-,78,2nd,3rd,Score,1,  0.03%,2,1
Triple,Grounder,-,-,3,3rd,Score,Score,1,  0.03%,2,2
Generic out,Liner,-,-,78S,Out,1st,3rd,1,  0.03%,3,0
Double,Liner,-,-,7L,3rd,Score,Score,1,  0.03%,2,2
Error,Grounder,-,-,4MS,2nd,Score,Score,1,  0.03%,2,2
Double,Liner,-,-,89D,Out,Score,Score,1,  0.03%,3,2
Generic out,Pop-up,-,Y,5DF,Out,1st,3rd,1,  0.03%,3,0
Generic out,Liner,-,-,34S,Out,1st,3rd,1,  0.03%,3,0
Generic out,Grounder,Y,-,1S,Out,1st,3rd,1,  0.03%,3,0
Single,Grounder,-,-,1,1st,3rd,Score,1,  0.03%,2,1
Error,Liner,-,-,78D,2nd,3rd,Score,1,  0.03%,2,1
Single,Fly,-,-,3D,2nd,Score,Score,1,  0.03%,2,2
Double,Liner,-,-,9D,2nd,3rd,Score,1,  0.03%,2,1
Single,Fly,-,-,9LD,1st,3rd,Score,1,  0.03%,2,1
Double,Fly,-,-,9LS,2nd,Score,Score,1,  0.03%,2,2
Single,Liner,-,-,89,Out,Score,Score,1,  0.03%,3,2
Single,Liner,-,-,8,Out,3rd,Score,1,  0.03%,3,1
Generic out,Liner,-,-,6M,Out,1st,3rd,1,  0.03%,3,0
Single,Fly,-,-,7D,1st,3rd,Score,1,  0.03%,2,1
Generic out,Fly,-,-,-,Out,1st,3rd,1,  0.03%,3,0
Double,Fly,-,-,9L,2nd,Score,Score,1,  0.03%,2,2
Single,Liner,-,-,7L,1st,2nd,Score,1,  0.03%,2,1
Generic out,Grounder,-,-,25,Out,1st,3rd,1,  0.03%,3,0
Double,Liner,-,-,7LS,2nd,3rd,Score,1,  0.03%,2,1
Single,Liner,-,-,9LD,1st,Score,Score,1,  0.03%,2,2
Double,Fly,-,-,9,2nd,3rd,Score,1,  0.03%,2,1
Generic out,Liner,-,-,3S,Out,1st,3rd,1,  0.03%,3,0
Double,Fly,-,-,78D,2nd,3rd,Score,1,  0.03%,2,1
Single,Grounder,-,-,6S,1st,2nd,Score,1,  0.03%,2,1
Single,Fly,-,-,5D,Out,3rd,Score,1,  0.03%,3,1
Double,Grounder,-,-,4M,2nd,Out,Score,1,  0.03%,3,1
Single,Fly,-,-,89S,1st,2nd,Score,1,  0.03%,2,1
