Play,Type,Bnt,Fl,Loc,B,R1,R2,Count,Probability,New Outs,Runs
Double,Liner,-,-,7LD,3rd,Score,Score,1,  0.02%,1,2
Generic out,Pop-up,-,-,15,Out,1st,2nd,1,  0.02%,2,0
Single,Liner,-,-,7LS,2nd,3rd,Score,1,  0.02%,1,1
Single,Liner,-,-,3D,1st,3rd,Score,1,  0.02%,1,1
Single,Liner,-,-,4D,2nd,Out,Score,1,  0.02%,2,1
Double,Liner,-,-,9D,2nd,3rd,Score,1,  0.02%,1,1
Single,Fly,-,-,7D,1st,3rd,Score,1,  0.02%,1,1
Generic out,Grounder,Y,-,2,Out,2nd,3rd,1,  0.02%,2,0
Generic out,Fly,-,Y,5DF,Out,1st,2nd,1,  0.02%,2,0
Triple,Liner,-,-,7L,3rd,Score,Score,1,  0.02%,1,2
Single,Liner,-,-,89D,Out,3rd,Score,1,  0.02%,2,1
Double,Grounder,-,-,4,2nd,3rd,Score,1,  0.02%,1,1
Double,Liner,-,-,78,2nd,3rd,Score,1,  0.02%,1,1
Double,Fly,-,-,3D,2nd,3rd,Score,1,  0.02%,1,1
Generic out,Fly,-,-,4MD,Out,1st,2nd,1,  0.02%,2,0
Double,Liner,-,-,7LS,2nd,Score,Score,1,  0.02%,1,2
Single,Fly,-,-,9S,1st,2nd,Score,1,  0.02%,1,1
Single,Grounder,-,-,4,2nd,Out,Score,1,  0.02%,2,1
Double,Fly,-,-,8XD,2nd,Score,Score,1,  0.02%,1,2
Single,Liner,-,-,9S,2nd,3rd,Out,1,  0.02%,2,0
Double,Grounder,-,-,4M,2nd,3rd,Score,1,  0.02%,1,1
Single,Liner,-,-,7L,1st,2nd,3rd,1,  0.02%,1,0
Generic out,Grounder,-,-,4,1st,Out,2nd,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,7L,2nd,Score,Score,1,  0.02%,1,2
Single,Grounder,-,-,56,1st,Out,Score,1,  0.02%,2,1
Generic out,Pop-up,-,-,7LS,Out,1st,2nd,1,  0.02%,2,0
Triple,Liner,-,-,9LS,3rd,Score,Score,1,  0.02%,1,2
Triple,Grounder,-,-,3,3rd,Score,Score,1,  0.02%,1,2
Generic out,Grounder,-,-,6,2nd,Out,Score,1,  0.02%,2,1
Double,Fly,-,-,78D,2nd,Score,Score,1,  0.02%,1,2
Generic out,Grounder,-,-,4M,1st,Out,Score,1,  0.02%,2,1
Single,Liner,-,-,7,1st,2nd,Out,1,  0.02%,2,0
Home run,Fly,-,-,78,Score,Score,Score,1,  0.02%,1,3
Generic out,Fly,-,-,4D,Out,1st,2nd,1,  0.02%,2,0
Single,Liner,-,-,9LS,1st,2nd,Score,1,  0.02%,1,1
Generic out,Pop-up,-,-,8S,Out,1st,2nd,1,  0.02%,2,0
Generic out,Grounder,-,-,56S,1st,Out,Score,1,  0.02%,2,1
Single,Liner,-,-,9,1st,2nd,Score,1,  0.02%,1,1
Single,Grounder,-,-,2,1st,3rd,Score,1,  0.02%,1,1
Generic out,Liner,-,-,89,Out,1st,Out,1,  0.02%,3,0
Generic out,Grounder,-,-,7,1st,Out,Out,1,  0.02%,3,0
Single,Fly,-,-,78XD,1st,2nd,Score,1,  0.02%,1,1
Generic out,Liner,-,-,4M,Out,1st,2nd,1,  0.02%,2,0
Single,Grounder,-,-,6MS,1st,2nd,3rd,1,  0.02%,1,0
Double,Fly,-,-,89XD,2nd,Out,Score,1,  0.02%,2,1
Generic out,Fly,-,-,7LS,1st,2nd,Out,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,1,1st,2nd,Score,1,  0.02%,1,1
Generic out,Liner,-,-,9,Out,Out,2nd,1,  0.02%,3,0
Single,Pop-up,-,-,7S,1st,2nd,3rd,1,  0.02%,1,0
Generic out,Fly,-,Y,9LDF,Out,1st,3rd,1,  0.02%,2,0
Generic out,Fly,-,-,2,Out,1st,2nd,1,  0.02%,2,0
Generic out,Grounder,-,-,4M,2nd,Out,Score,1,  0.02%,2,1
Double,Fly,-,-,8,2nd,3rd,Score,1,  0.02%,1,1
Single,Fly,-,-,7S,1st,3rd,Score,1,  0.02%,1,1
Single,Grounder,-,-,3,1st,2nd,3rd,1,  0.02%,1,0
Generic out,Liner,-,-,7LD,Out,1st,2nd,1,  0.02%,2,0
Generic out,Fly,-,-,7LD,Out,1st,3rd,1,  0.02%,2,0
Generic out,Grounder,-,-,2,1st,Out,3rd,1,  0.02%,2,0
Single,Grounder,-,-,4M,2nd,Out,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,6,1st,Out,Out,1,  0.02%,3,0
Generic out,Fly,-,-,89D,Out,2nd,3rd,1,  0.02%,2,0
Generic out,Fly,-,-,9L,Out,Out,3rd,1,  0.02%,3,0
Single,Liner,-,-,7L,2nd,3rd,Out,1,  0.02%,2,0
Single,Grounder,-,-,34,3rd,Score,Score,1,  0.02%,1,2
Single,Grounder,-,-,4M,1st,Out,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,25,Out,Out,2nd,1,  0.02%,3,0
Single,Liner,-,-,9LD,1st,3rd,Score,1,  0.02%,1,1
Generic out,Pop-up,-,-,3,Out,Out,2nd,1,  0.02%,3,0
Single,Liner,-,-,9S,2nd,Out,3rd,1,  0.02%,2,0
Double,Liner,-,-,89S,2nd,3rd,Score,1,  0.02%,1,1
Generic out,Pop-up,-,-,4M,Out,1st,2nd,1,  0.02%,2,0
Double,Liner,-,-,9,2nd,3rd,Score,1,  0.02%,1,1
Single,Grounder,-,-,34,2nd,Out,Score,1,  0.02%,2,1
Single,Liner,-,-,1,1st,2nd,3rd,1,  0.02%,1,0
Error,Grounder,-,-,1S,2nd,3rd,Score,1,  0.02%,1,1
Generic out,Liner,-,-,4MD,Out,1st,2nd,1,  0.02%,2,0
Generic out,Liner,-,-,89XD,Out,1st,2nd,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,5,1st,3rd,Score,1,  0.02%,1,1
Generic out,Grounder,-,-,2,1st,2nd,Out,1,  0.02%,2,0
Triple,Fly,-,-,89XD,3rd,Score,Score,1,  0.02%,1,2
Generic out,Liner,-,-,4D,Out,Out,2nd,1,  0.02%,3,0
Single,Grounder,-,-,6,2nd,3rd,Score,1,  0.02%,1,1
Single,Fly,-,-,3D,1st,2nd,3rd,1,  0.02%,1,0
Generic out,Grounder,-,-,34D,Out,Out,2nd,1,  0.02%,3,0
Single,Grounder,Y,-,2,1st,2nd,3rd,1,  0.02%,1,0
Single,Liner,-,-,8D,2nd,3rd,Score,1,  0.02%,1,1
Generic out,Liner,-,-,89D,Out,2nd,3rd,1,  0.02%,2,0
Triple,Liner,-,-,9L,3rd,Score,Score,1,  0.02%,1,2
Single,Liner,-,-,8XD,1st,2nd,3rd,1,  0.02%,1,0
Generic out,Grounder,Y,-,3,Out,2nd,3rd,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,3,2nd,3rd,Score,1,  0.02%,1,1
Fielder's choice,Grounder,-,-,1S,1st,2nd,Score,1,  0.02%,1,1
Generic out,Liner,-,-,6M,Out,1st,2nd,1,  0.02%,2,0
Generic out,Pop-up,Y,Y,2F,Out,1st,Out,1,  0.02%,3,0
Error,Fly,-,-,78XD,1st,2nd,3rd,1,  0.02%,1,0
Generic out,Grounder,-,-,4MD,1st,Out,3rd,1,  0.02%,2,0
Generic out,Pop-up,-,-,23,Out,1st,2nd,1,  0.02%,2,0
Generic out,Grounder,-,-,34D,1st,Out,3rd,1,  0.02%,2,0
Generic out,Fly,-,-,7D,Out,1st,3rd,1,  0.02%,2,0
Single,Liner,-,-,89S,2nd,3rd,Out,1,  0.02%,2,0
Single,Fly,-,-,7LD,2nd,Out,Score,1,  0.02%,2,1
Single,Liner,-,-,89,1st,3rd,Out,1,  0.02%,2,0
Generic out,Fly,-,-,7,Out,1st,Out,1,  0.02%,3,0
Fielder's choice,Grounder,-,-,4M,1st,2nd,3rd,1,  0.02%,1,0
Error,Grounder,-,-,56,2nd,3rd,Score,1,  0.02%,1,1
Generic out,Fly,-,-,8XD,Out,Out,2nd,1,  0.02%,3,0
Generic out,Grounder,-,-,4,1st,Out,Out,1,  0.02%,3,0
Single,Grounder,-,-,34,2nd,Score,Score,1,  0.02%,1,2
Generic out,Liner,-,-,6MD,Out,Out,2nd,1,  0.02%,3,0
Single,Liner,-,-,8,2nd,3rd,Out,1,  0.02%,2,0
Generic out,Grounder,-,-,3,1st,Out,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,4S,1st,Out,3rd,1,  0.02%,2,0
Single,Liner,-,-,8,1st,2nd,Out,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,1S,1st,2nd,3rd,1,  0.02%,1,0
Double,Liner,-,-,9D,2nd,Out,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,34S,1st,Out,3rd,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,4D,1st,2nd,3rd,1,  0.02%,1,0
Single,Liner,-,-,78,1st,2nd,Out,1,  0.02%,2,0
Generic out,Grounder,-,-,6MS,1st,Out,3rd,1,  0.02%,2,0
Generic out,Fly,-,-,3D,Out,1st,2nd,1,  0.02%,2,0
Generic out,Fly,-,-,9LD,Out,1st,2nd,1,  0.02%,2,0
Double,Liner,-,-,78D,3rd,Score,Score,1,  0.02%,1,2
Generic out,Liner,-,-,5D,Out,1st,Out,1,  0.02%,3,0
Generic out,Pop-up,-,-,25,Out,1st,Out,1,  0.02%,3,0
Single,Grounder,-,-,6S,1st,3rd,Score,1,  0.02%,1,1
Generic out,Grounder,-,-,4,1st,Out,Score,1,  0.02%,2,1
Generic out,Pop-up,-,Y,5F,Out,2nd,3rd,1,  0.02%,2,0
Generic out,Pop-up,-,-,4MS,Out,1st,2nd,1,  0.02%,2,0
Strikeout,-,-,-,-,Out,1st,3rd,1,  0.02%,2,0
Double,Liner,-,-,9L,3rd,Score,Score,1,  0.02%,1,2
Generic out,Grounder,-,-,1,1st,Out,3rd,1,  0.02%,2,0
Single,Liner,-,-,89XD,1st,3rd,Score,1,  0.02%,1,1
Generic out,Grounder,-,-,6,1st,2nd,Out,1,  0.02%,2,0
Single,Fly,-,-,89S,1st,2nd,Score,1,  0.02%,1,1
Double,Liner,-,-,78,2nd,Score,Score,1,  0.02%,1,2
Double,Liner,-,-,9S,2nd,3rd,Score,1,  0.02%,1,1
Fielder's choice,Grounder,-,-,34,1st,3rd,Score,1,  0.02%,1,1
Generic out,Grounder,Y,-,5S,Out,2nd,3rd,1,  0.02%,2,0
Generic out,Grounder,-,-,3D,1st,Out,3rd,1,  0.02%,2,0
Double,Liner,-,-,9L,2nd,Score,Score,1,  0.02%,1,2
Generic out,Fly,-,-,7,Out,2nd,3rd,1,  0.02%,2,0
Single,Liner,-,-,9L,2nd,3rd,Score,1,  0.02%,1,1
Double,Fly,-,-,7LS,2nd,3rd,Score,1,  0.02%,1,1
Generic out,Grounder,-,-,6D,1st,Out,3rd,1,  0.02%,2,0
Single,Liner,-,-,89,2nd,Out,Score,1,  0.02%,2,1
Single,Liner,-,-,89,2nd,3rd,Score,1,  0.02%,1,1
Double,Fly,-,-,89D,2nd,3rd,Out,1,  0.02%,2,0
Double,Liner,-,-,9LS,2nd,Score,Score,1,  0.02%,1,2
Generic out,Liner,-,-,78,Out,1st,Out,1,  0.02%,3,0
Fielder's choice,Grounder,-,-,4D,2nd,3rd,Score,1,  0.02%,1,1
Generic out,Fly,-,-,9L,Out,2nd,Score,1,  0.02%,2,1
Generic out,Liner,-,-,8D,Out,1st,Out,1,  0.02%,3,0
Generic out,Fly,-,-,9LD,Out,2nd,3rd,1,  0.02%,2,0
Generic out,Fly,-,-,8,Out,1st,3rd,1,  0.02%,2,0
Fielder's choice,Liner,-,-,78,2nd,Out,Score,1,  0.02%,2,1
Error,Grounder,-,-,34,1st,2nd,Score,1,  0.02%,1,1
Double,Liner,-,-,89XD,2nd,Out,Score,1,  0.02%,2,1
Single,Liner,-,-,78D,3rd,Score,Score,1,  0.02%,1,2
Generic out,Fly,-,-,5D,Out,1st,2nd,1,  0.02%,2,0
Single,Liner,-,-,9LS,1st,2nd,3rd,1,  0.02%,1,0
Fielder's choice,Grounder,-,-,56,1st,3rd,Score,1,  0.02%,1,1
Single,Liner,-,-,78,2nd,3rd,Score,1,  0.02%,1,1
